Year,UNIT_MEASURE,Regions,Area,Sex,Value,M49_country_code,unique_id,col_caption_name,col_caption_name1_empty,year,value
2019.0,Percent,Turkistan,urban,,11.2,KAZ,,,,,
2019.0,Percent,Shygys Kazakhstan,urban,,4.4,KAZ,,,,,
2019.0,Percent,Nur-Sultan city,urban,,2.0,KAZ,,,,,
2019.0,Percent,Almaty city,urban,,3.4,KAZ,,,,,
2019.0,Percent,Shymkent city,urban,,5.1,KAZ,,,,,
2019.0,Percent,,rural,,6.0,KAZ,,,,,
2019.0,Percent,Akmola,rural,,5.3,KAZ,,,,,
2019.0,Percent,Aktobe,rural,,6.7,KAZ,,,,,
2019.0,Percent,Almaty,rural,,4.2,KAZ,,,,,
2019.0,Percent,Atyrau,rural,,4.3,KAZ,,,,,
2019.0,Percent,Batys Kazakhstan,rural,,2.8,KAZ,,,,,
2019.0,Percent,Zhambyl,rural,,4.0,KAZ,,,,,
2019.0,Percent,Karagandy,rural,,9.2,KAZ,,,,,
2019.0,Percent,Kostanay,rural,,4.2,KAZ,,,,,
2019.0,Percent,Kyzylorda,rural,,5.8,KAZ,,,,,
2019.0,Percent,Mangistau,rural,,7.3,KAZ,,,,,
2019.0,Percent,Pavlodar,rural,,7.8,KAZ,,,,,
2019.0,Percent,Soltustik Kazakhstan,rural,,6.6,KAZ,,,,,
2019.0,Percent,Shygys Kazakhstan,rural,,9.5,KAZ,,,,,
2019.0,Percent,Turkistan,rural,,5.7,KAZ,,,,,
2020.0,Percent,,,,4.9,KAZ,,,,,
2020.0,Percent,Akmola,,,6.6,KAZ,,,,,
2020.0,Percent,Aktobe,,,6.1,KAZ,,,,,
2020.0,Percent,Almaty,,,3.1,KAZ,,,,,
2020.0,Percent,Atyrau,,,5.3,KAZ,,,,,
2020.0,Percent,Batys Kazakhstan,,,2.3,KAZ,,,,,
2020.0,Percent,Zhambyl,,,5.6,KAZ,,,,,
2020.0,Percent,Karagandy,,,8.5,KAZ,,,,,
2020.0,Percent,Kostanay,,,3.2,KAZ,,,,,
2020.0,Percent,Kyzylorda,,,5.5,KAZ,,,,,
2020.0,Percent,Mangistau,,,4.9,KAZ,,,,,
2020.0,Percent,Pavlodar,,,3.3,KAZ,,,,,
2020.0,Percent,Soltustik Kazakhstan,,,6.3,KAZ,,,,,
2020.0,Percent,Turkistan,,,5.5,KAZ,,,,,
2020.0,Percent,Shygys Kazakhstan,,,6.2,KAZ,,,,,
2020.0,Percent,Nur-Sultan city,,,6.5,KAZ,,,,,
2020.0,Percent,Almaty city,,,3.8,KAZ,,,,,
2020.0,Percent,Shymkent city,,,3.9,KAZ,,,,,
2020.0,Percent,,,Male,2.7,KAZ,,,,,
2020.0,Percent,Akmola,,Male,2.7,KAZ,,,,,
2020.0,Percent,Aktobe,,Male,2.2,KAZ,,,,,
2020.0,Percent,Almaty,,Male,1.7,KAZ,,,,,
2020.0,Percent,Atyrau,,Male,2.7,KAZ,,,,,
2020.0,Percent,Batys Kazakhstan,,Male,1.3,KAZ,,,,,
2020.0,Percent,Zhambyl,,Male,4.6,KAZ,,,,,
2020.0,Percent,Karagandy,,Male,3.4,KAZ,,,,,
2020.0,Percent,Kostanay,,Male,1.5,KAZ,,,,,
2020.0,Percent,Kyzylorda,,Male,2.8,KAZ,,,,,
2020.0,Percent,Mangistau,,Male,2.6,KAZ,,,,,
2020.0,Percent,Pavlodar,,Male,2.7,KAZ,,,,,
2020.0,Percent,Soltustik Kazakhstan,,Male,3.3,KAZ,,,,,
2020.0,Percent,Turkistan,,Male,3.0,KAZ,,,,,
2020.0,Percent,Shygys Kazakhstan,,Male,4.1,KAZ,,,,,
2020.0,Percent,Nur-Sultan city,,Male,4.0,KAZ,,,,,
2020.0,Percent,Almaty city,,Male,2.0,KAZ,,,,,
2020.0,Percent,Shymkent city,,Male,1.9,KAZ,,,,,
2020.0,Percent,,,Female,5.9,KAZ,,,,,
2020.0,Percent,Akmola,,Female,9.1,KAZ,,,,,
2020.0,Percent,Aktobe,,Female,8.5,KAZ,,,,,
2020.0,Percent,Almaty,,Female,4.2,KAZ,,,,,
2020.0,Percent,Atyrau,,Female,6.5,KAZ,,,,,
2020.0,Percent,Batys Kazakhstan,,Female,2.6,KAZ,,,,,
2020.0,Percent,Zhambyl,,Female,5.3,KAZ,,,,,
2020.0,Percent,Karagandy,,Female,11.7,KAZ,,,,,
2020.0,Percent,Kostanay,,Female,4.0,KAZ,,,,,
2020.0,Percent,Kyzylorda,,Female,6.6,KAZ,,,,,
2020.0,Percent,Mangistau,,Female,6.0,KAZ,,,,,
2020.0,Percent,Pavlodar,,Female,4.3,KAZ,,,,,
2020.0,Percent,Soltustik Kazakhstan,,Female,7.4,KAZ,,,,,
2020.0,Percent,Turkistan,,Female,6.0,KAZ,,,,,
2020.0,Percent,Shygys Kazakhstan,,Female,7.0,KAZ,,,,,
2020.0,Percent,Nur-Sultan city,,Female,6.6,KAZ,,,,,
2020.0,Percent,Almaty city,,Female,4.4,KAZ,,,,,
2020.0,Percent,Shymkent city,,Female,4.5,KAZ,,,,,
2020.0,Percent,,urban,,4.9,KAZ,,,,,
2020.0,Percent,Akmola,urban,,5.2,KAZ,,,,,
2020.0,Percent,Aktobe,urban,,5.8,KAZ,,,,,
2020.0,Percent,Almaty,urban,,4.6,KAZ,,,,,
2020.0,Percent,Atyrau,urban,,5.7,KAZ,,,,,
2020.0,Percent,Batys Kazakhstan,urban,,1.5,KAZ,,,,,
2020.0,Percent,Zhambyl,urban,,5.6,KAZ,,,,,
2020.0,Percent,Karagandy,urban,,8.7,KAZ,,,,,
2020.0,Percent,Kostanay,urban,,1.9,KAZ,,,,,
2020.0,Percent,Kyzylorda,urban,,4.0,KAZ,,,,,
2020.0,Percent,Mangistau,urban,,4.2,KAZ,,,,,
2020.0,Percent,Pavlodar,urban,,3.3,KAZ,,,,,
2020.0,Percent,Soltustik Kazakhstan,urban,,5.6,KAZ,,,,,
2020.0,Percent,Turkistan,urban,,4.5,KAZ,,,,,
2020.0,Percent,Shygys Kazakhstan,urban,,6.2,KAZ,,,,,
2020.0,Percent,Nur-Sultan city,urban,,6.5,KAZ,,,,,
2020.0,Percent,Almaty city,urban,,3.8,KAZ,,,,,
2020.0,Percent,Shymkent city,urban,,3.9,KAZ,,,,,
2020.0,Percent,,rural,,5.0,KAZ,,,,,
2020.0,Percent,Akmola,rural,,7.8,KAZ,,,,,
2020.0,Percent,Aktobe,rural,,6.6,KAZ,,,,,
2020.0,Percent,Almaty,rural,,2.8,KAZ,,,,,
2020.0,Percent,Atyrau,rural,,4.9,KAZ,,,,,
2020.0,Percent,Batys Kazakhstan,rural,,3.2,KAZ,,,,,
2020.0,Percent,Zhambyl,rural,,5.7,KAZ,,,,,
2020.0,Percent,Karagandy,rural,,7.7,KAZ,,,,,
2020.0,Percent,Kostanay,rural,,4.8,KAZ,,,,,
2020.0,Percent,Kyzylorda,rural,,5.8,KAZ,,,,,
2020.0,Percent,Mangistau,rural,,6.4,KAZ,,,,,
2020.0,Percent,Pavlodar,rural,,5.4,KAZ,,,,,
2020.0,Percent,Soltustik Kazakhstan,rural,,6.8,KAZ,,,,,
2020.0,Percent,Shygys Kazakhstan,rural,,5.7,KAZ,,,,,
2020.0,Percent,Turkistan,rural,,6.1,KAZ,,,,,
2007.0,,,,,16.7,KGZ,,,,,
2008.0,,,,,17.0,KGZ,,,,,
2009.0,,,,,17.8,KGZ,,,,,
2010.0,,,,,18.3,KGZ,,,,,
2011.0,,,,,17.4,KGZ,,,,,
2012.0,,,,,17.7,KGZ,,,,,
2013.0,,,,,22.1,KGZ,,,,,
2014.0,,,,,20.7,KGZ,,,,,
2015.0,,,,,21.4,KGZ,,,,,
2016.0,,,,,20.4,KGZ,,,,,
2017.0,,,,,21.0,KGZ,,,,,
2018.0,,,,,20.5,KGZ,,,,,
2019.0,,,,,21.0,KGZ,,,,,
2020.0,,,,,21.1,KGZ,,,,,
2021.0,,,,,19.1,KGZ,,,,,
2007.0,,,,Male,10.7,KGZ,,,,,
2008.0,,,,Male,12.8,KGZ,,,,,
2009.0,,,,Male,12.3,KGZ,,,,,
2010.0,,,,Male,11.5,KGZ,,,,,
2011.0,,,,Male,9.7,KGZ,,,,,
2012.0,,,,Male,10.1,KGZ,,,,,
2013.0,,,,Male,14.3,KGZ,,,,,
2014.0,,,,Male,12.5,KGZ,,,,,
2015.0,,,,Male,13.6,KGZ,,,,,
2016.0,,,,Male,12.1,KGZ,,,,,
2017.0,,,,Male,12.3,KGZ,,,,,
2018.0,,,,Male,12.0,KGZ,,,,,
2019.0,,,,Male,12.6,KGZ,,,,,
2020.0,,,,Male,12.9,KGZ,,,,,
2021.0,,,,Male,11.3,KGZ,,,,,
2007.0,,,,Female,22.8,KGZ,,,,,
2008.0,,,,Female,21.3,KGZ,,,,,
2009.0,,,,Female,23.5,KGZ,,,,,
2010.0,,,,Female,25.2,KGZ,,,,,
2011.0,,,,Female,25.2,KGZ,,,,,
2012.0,,,,Female,25.5,KGZ,,,,,
2013.0,,,,Female,30.0,KGZ,,,,,
2014.0,,,,Female,29.2,KGZ,,,,,
2015.0,,,,Female,29.5,KGZ,,,,,
2016.0,,,,Female,29.0,KGZ,,,,,
2017.0,,,,Female,30.1,KGZ,,,,,
2018.0,,,,Female,29.4,KGZ,,,,,
2019.0,,,,Female,29.6,KGZ,,,,,
2020.0,,,,Female,29.6,KGZ,,,,,
2021.0,,,,Female,27.3,KGZ,,,,,
,,,,,,UZB,01_101_,Total,True,2000.0,0.0
,,,,,,UZB,01_101_,Total,True,2001.0,51.6
,,,,,,UZB,01_101_,Total,True,2002.0,47.4
,,,,,,UZB,01_101_,Total,True,2003.0,45.3
,,,,,,UZB,01_101_,Total,True,2004.0,46.7
,,,,,,UZB,01_101_,Total,True,2005.0,42.6
,,,,,,UZB,01_101_,Total,True,2006.0,34.3
,,,,,,UZB,01_101_,Total,True,2007.0,25.4
,,,,,,UZB,01_101_,Total,True,2008.0,17.2
,,,,,,UZB,01_101_,Total,True,2009.0,19.2
,,,,,,UZB,01_101_,Total,True,2010.0,19.3
,,,,,,UZB,01_101_,Total,True,2011.0,19.7
,,,,,,UZB,01_101_,Total,True,2012.0,18.1
,,,,,,UZB,01_101_,Total,True,2013.0,17.6
,,,,,,UZB,01_101_,Total,True,2014.0,21.0
,,,,,,UZB,01_101_,Total,True,2015.0,21.4
,,,,,,UZB,01_101_,Total,True,2016.0,21.2
,,,,,,UZB,01_101_,Total,True,2017.0,22.6
,,,,,,UZB,01_101_,Total,True,2018.0,21.8
,,,,,,UZB,01_101_,Total,True,2019.0,25.9
,,,,,,UZB,01_101_,Total,True,2020.0,28.6
,,,,,,UZB,01_101_,Total,True,2021.0,29.3
