Year,UNIT_MEASURE,Sex,Area,SERIES,Regions,Value,M49_country_code,Reference area,GeoCode
2016,Percent,,urban,1.9 US dollars per day (based on PPP),Soltustik Kazakhstan,0.4,KAZ,,
2016,Percent,,urban,3.2 US dollars per day (based on PPP),Akmola,0.8,KAZ,,
2016,Percent,,urban,3.2 US dollars per day (based on PPP),Zhambyl,0.8,KAZ,,
2016,Percent,,urban,3.2 US dollars per day (based on PPP),Karagandy,0.1,KAZ,,
2016,Percent,,urban,3.2 US dollars per day (based on PPP),Kostanay,0.3,KAZ,,
2016,Percent,,urban,3.2 US dollars per day (based on PPP),Kyzylorda,0.8,KAZ,,
2016,Percent,,urban,3.2 US dollars per day (based on PPP),Soltustik Kazakhstan,1.0,KAZ,,
2016,Percent,,urban,3.2 US dollars per day (based on PPP),Turkistan,0.4,KAZ,,
2016,Percent,,urban,3.2 US dollars per day (based on PPP),Shygys Kazakhstan,0.1,KAZ,,
2016,Percent,,urban,3.2 US dollars per day (based on PPP),Almaty city,0.1,KAZ,,
2016,Percent,,urban,5.5 US dollars per day (based on PPP),Akmola,12.8,KAZ,,
2016,Percent,,urban,5.5 US dollars per day (based on PPP),Aktobe,11.2,KAZ,,
2016,Percent,,urban,5.5 US dollars per day (based on PPP),Almaty,5.6,KAZ,,
2016,Percent,,urban,5.5 US dollars per day (based on PPP),Atyrau,2.7,KAZ,,
2016,Percent,,urban,5.5 US dollars per day (based on PPP),Batys Kazakhstan,10.3,KAZ,,
2016,Percent,,urban,5.5 US dollars per day (based on PPP),Zhambyl,26.3,KAZ,,
2016,Percent,,urban,5.5 US dollars per day (based on PPP),Karagandy,7.8,KAZ,,
2016,Percent,,urban,5.5 US dollars per day (based on PPP),Kostanay,11.5,KAZ,,
2016,Percent,,urban,5.5 US dollars per day (based on PPP),Kyzylorda,20.3,KAZ,,
2016,Percent,,urban,5.5 US dollars per day (based on PPP),Mangistau,1.2,KAZ,,
2016,Percent,,urban,5.5 US dollars per day (based on PPP),Pavlodar,8.3,KAZ,,
2016,Percent,,urban,5.5 US dollars per day (based on PPP),Soltustik Kazakhstan,10.2,KAZ,,
2016,Percent,,urban,5.5 US dollars per day (based on PPP),Turkistan,20.3,KAZ,,
2016,Percent,,urban,5.5 US dollars per day (based on PPP),Shygys Kazakhstan,4.3,KAZ,,
2016,Percent,,urban,5.5 US dollars per day (based on PPP),Nur-Sultan city,0.8,KAZ,,
2016,Percent,,urban,5.5 US dollars per day (based on PPP),Almaty city,2.1,KAZ,,
2016,Percent,,urban,5.5 US dollars per day (based on PPP),Shymkent city,5.1,KAZ,,
2016,Percent,,rural,1.9 US dollars per day (based on PPP),Karagandy,0.1,KAZ,,
2016,Percent,,rural,1.9 US dollars per day (based on PPP),Kostanay,0.1,KAZ,,
2016,Percent,,rural,1.9 US dollars per day (based on PPP),Soltustik Kazakhstan,0.4,KAZ,,
2016,Percent,,rural,1.9 US dollars per day (based on PPP),Turkistan,0.1,KAZ,,
2016,Percent,,rural,3.2 US dollars per day (based on PPP),Akmola,0.9,KAZ,,
2016,Percent,,rural,3.2 US dollars per day (based on PPP),Aktobe,0.5,KAZ,,
2016,Percent,,rural,3.2 US dollars per day (based on PPP),Batys Kazakhstan,1.7,KAZ,,
2016,Percent,,rural,3.2 US dollars per day (based on PPP),Zhambyl,0.8,KAZ,,
2016,Percent,,rural,3.2 US dollars per day (based on PPP),Karagandy,1.8,KAZ,,
2016,Percent,,rural,3.2 US dollars per day (based on PPP),Kostanay,1.7,KAZ,,
2016,Percent,,rural,3.2 US dollars per day (based on PPP),Kyzylorda,0.1,KAZ,,
2016,Percent,,rural,3.2 US dollars per day (based on PPP),Mangistau,0.1,KAZ,,
2016,Percent,,rural,3.2 US dollars per day (based on PPP),Pavlodar,1.1,KAZ,,
2016,Percent,,rural,3.2 US dollars per day (based on PPP),Soltustik Kazakhstan,1.7,KAZ,,
2016,Percent,,rural,3.2 US dollars per day (based on PPP),Turkistan,1.9,KAZ,,
2016,Percent,,rural,3.2 US dollars per day (based on PPP),Shygys Kazakhstan,0.6,KAZ,,
2016,Percent,,rural,5.5 US dollars per day (based on PPP),Akmola,16.4,KAZ,,
2016,Percent,,rural,5.5 US dollars per day (based on PPP),Aktobe,16.4,KAZ,,
2016,Percent,,rural,5.5 US dollars per day (based on PPP),Almaty,5.8,KAZ,,
2016,Percent,,rural,5.5 US dollars per day (based on PPP),Atyrau,15.5,KAZ,,
2016,Percent,,rural,5.5 US dollars per day (based on PPP),Batys Kazakhstan,25.7,KAZ,,
2016,Percent,,rural,5.5 US dollars per day (based on PPP),Zhambyl,37.7,KAZ,,
2016,Percent,,rural,5.5 US dollars per day (based on PPP),Karagandy,16.0,KAZ,,
2016,Percent,,rural,5.5 US dollars per day (based on PPP),Kostanay,21.0,KAZ,,
2016,Percent,,rural,5.5 US dollars per day (based on PPP),Kyzylorda,24.5,KAZ,,
2016,Percent,,rural,5.5 US dollars per day (based on PPP),Mangistau,5.1,KAZ,,
2016,Percent,,rural,5.5 US dollars per day (based on PPP),Pavlodar,13.3,KAZ,,
2016,Percent,,rural,5.5 US dollars per day (based on PPP),Soltustik Kazakhstan,15.3,KAZ,,
2016,Percent,,rural,5.5 US dollars per day (based on PPP),Turkistan,40.1,KAZ,,
2016,Percent,,rural,5.5 US dollars per day (based on PPP),Shygys Kazakhstan,17.1,KAZ,,
2017,Percent,,,1.9 US dollars per day (based on PPP),,0.0,KAZ,,
2017,Percent,,,3.2 US dollars per day (based on PPP),,0.5,KAZ,,
2017,Percent,,,5.5 US dollars per day (based on PPP),,11.4,KAZ,,
2017,Percent,Male,,1.9 US dollars per day (based on PPP),,0.0,KAZ,,
2017,Percent,Male,,3.2 US dollars per day (based on PPP),,0.5,KAZ,,
2017,Percent,Male,,5.5 US dollars per day (based on PPP),,11.9,KAZ,,
2017,Percent,Female,,1.9 US dollars per day (based on PPP),,0.0,KAZ,,
2017,Percent,Female,,3.2 US dollars per day (based on PPP),,0.5,KAZ,,
2017,Percent,Female,,5.5 US dollars per day (based on PPP),,11.0,KAZ,,
2017,Percent,,urban,1.9 US dollars per day (based on PPP),,0.0,KAZ,,
2017,Percent,,urban,3.2 US dollars per day (based on PPP),,0.2,KAZ,,
2017,Percent,,urban,5.5 US dollars per day (based on PPP),,7.0,KAZ,,
2017,Percent,,rural,1.9 US dollars per day (based on PPP),,0.1,KAZ,,
2017,Percent,,rural,3.2 US dollars per day (based on PPP),,0.9,KAZ,,
2017,Percent,,rural,5.5 US dollars per day (based on PPP),,17.3,KAZ,,
2017,Percent,,,1.9 US dollars per day (based on PPP),Karagandy,0.0,KAZ,,
2017,Percent,,,1.9 US dollars per day (based on PPP),Soltustik Kazakhstan,0.1,KAZ,,
2017,Percent,,,1.9 US dollars per day (based on PPP),Shygys Kazakhstan,0.3,KAZ,,
2017,Percent,,,3.2 US dollars per day (based on PPP),Akmola,0.8,KAZ,,
2017,Percent,,,3.2 US dollars per day (based on PPP),Aktobe,0.3,KAZ,,
2017,Percent,,,3.2 US dollars per day (based on PPP),Batys Kazakhstan,0.7,KAZ,,
2017,Percent,,,3.2 US dollars per day (based on PPP),Zhambyl,1.4,KAZ,,
2017,Percent,,,3.2 US dollars per day (based on PPP),Karagandy,0.5,KAZ,,
2017,Percent,,,3.2 US dollars per day (based on PPP),Kostanay,0.7,KAZ,,
2017,Percent,,,3.2 US dollars per day (based on PPP),Kyzylorda,0.1,KAZ,,
2017,Percent,,,3.2 US dollars per day (based on PPP),Pavlodar,0.1,KAZ,,
2017,Percent,,,3.2 US dollars per day (based on PPP),Soltustik Kazakhstan,1.1,KAZ,,
2017,Percent,,,3.2 US dollars per day (based on PPP),Turkistan,0.9,KAZ,,
2017,Percent,,,3.2 US dollars per day (based on PPP),Shygys Kazakhstan,1.1,KAZ,,
2017,Percent,,,3.2 US dollars per day (based on PPP),Almaty city,0.1,KAZ,,
2017,Percent,,,5.5 US dollars per day (based on PPP),Akmola,11.5,KAZ,,
2017,Percent,,,5.5 US dollars per day (based on PPP),Aktobe,13.0,KAZ,,
2017,Percent,,,5.5 US dollars per day (based on PPP),Almaty,6.4,KAZ,,
2017,Percent,,,5.5 US dollars per day (based on PPP),Atyrau,6.8,KAZ,,
2017,Percent,,,5.5 US dollars per day (based on PPP),Batys Kazakhstan,17.0,KAZ,,
2017,Percent,,,5.5 US dollars per day (based on PPP),Zhambyl,21.9,KAZ,,
2017,Percent,,,5.5 US dollars per day (based on PPP),Karagandy,8.7,KAZ,,
2017,Percent,,,5.5 US dollars per day (based on PPP),Kostanay,10.4,KAZ,,
2017,Percent,,,5.5 US dollars per day (based on PPP),Kyzylorda,18.7,KAZ,,
2017,Percent,,,5.5 US dollars per day (based on PPP),Mangistau,3.2,KAZ,,
2017,Percent,,,5.5 US dollars per day (based on PPP),Pavlodar,6.6,KAZ,,
2017,Percent,,,5.5 US dollars per day (based on PPP),Soltustik Kazakhstan,11.5,KAZ,,
2017,Percent,,,5.5 US dollars per day (based on PPP),Turkistan,29.2,KAZ,,
2017,Percent,,,5.5 US dollars per day (based on PPP),Shygys Kazakhstan,9.0,KAZ,,
2017,Percent,,,5.5 US dollars per day (based on PPP),Nur-Sultan city,0.8,KAZ,,
2017,Percent,,,5.5 US dollars per day (based on PPP),Almaty city,1.5,KAZ,,
2017,Percent,,,5.5 US dollars per day (based on PPP),Shymkent city,6.1,KAZ,,
2017,Percent,,urban,1.9 US dollars per day (based on PPP),Soltustik Kazakhstan,0.1,KAZ,,
2017,Percent,,urban,3.2 US dollars per day (based on PPP),Akmola,0.6,KAZ,,
2017,Percent,,urban,3.2 US dollars per day (based on PPP),Aktobe,0.2,KAZ,,
2017,Percent,,urban,3.2 US dollars per day (based on PPP),Zhambyl,0.6,KAZ,,
2017,Percent,,urban,3.2 US dollars per day (based on PPP),Karagandy,0.3,KAZ,,
2017,Percent,,urban,3.2 US dollars per day (based on PPP),Kostanay,0.3,KAZ,,
2017,Percent,,urban,3.2 US dollars per day (based on PPP),Kyzylorda,0.3,KAZ,,
2017,Percent,,urban,3.2 US dollars per day (based on PPP),Soltustik Kazakhstan,1.1,KAZ,,
2017,Percent,,urban,3.2 US dollars per day (based on PPP),Shygys Kazakhstan,0.3,KAZ,,
2017,Percent,,urban,3.2 US dollars per day (based on PPP),Almaty city,0.1,KAZ,,
2017,Percent,,urban,5.5 US dollars per day (based on PPP),Akmola,10.2,KAZ,,
2017,Percent,,urban,5.5 US dollars per day (based on PPP),Aktobe,12.0,KAZ,,
2017,Percent,,urban,5.5 US dollars per day (based on PPP),Almaty,4.7,KAZ,,
2017,Percent,,urban,5.5 US dollars per day (based on PPP),Atyrau,2.5,KAZ,,
2017,Percent,,urban,5.5 US dollars per day (based on PPP),Batys Kazakhstan,10.4,KAZ,,
2017,Percent,,urban,5.5 US dollars per day (based on PPP),Zhambyl,18.4,KAZ,,
2017,Percent,,urban,5.5 US dollars per day (based on PPP),Karagandy,6.8,KAZ,,
2017,Percent,,urban,5.5 US dollars per day (based on PPP),Kostanay,7.7,KAZ,,
2017,Percent,,urban,5.5 US dollars per day (based on PPP),Kyzylorda,15.9,KAZ,,
2017,Percent,,urban,5.5 US dollars per day (based on PPP),Mangistau,0.8,KAZ,,
2017,Percent,,urban,5.5 US dollars per day (based on PPP),Pavlodar,5.0,KAZ,,
2017,Percent,,urban,5.5 US dollars per day (based on PPP),Soltustik Kazakhstan,10.3,KAZ,,
2017,Percent,,urban,5.5 US dollars per day (based on PPP),Turkistan,22.0,KAZ,,
2017,Percent,,urban,5.5 US dollars per day (based on PPP),Shygys Kazakhstan,5.3,KAZ,,
2017,Percent,,urban,5.5 US dollars per day (based on PPP),Nur-Sultan city,0.8,KAZ,,
2017,Percent,,urban,5.5 US dollars per day (based on PPP),Almaty city,1.5,KAZ,,
2017,Percent,,urban,5.5 US dollars per day (based on PPP),Shymkent city,6.1,KAZ,,
2017,Percent,,rural,1.9 US dollars per day (based on PPP),Karagandy,0.1,KAZ,,
2017,Percent,,rural,1.9 US dollars per day (based on PPP),Soltustik Kazakhstan,0.1,KAZ,,
2017,Percent,,rural,1.9 US dollars per day (based on PPP),Shygys Kazakhstan,0.7,KAZ,,
2017,Percent,,rural,3.2 US dollars per day (based on PPP),Akmola,0.9,KAZ,,
2017,Percent,,rural,3.2 US dollars per day (based on PPP),Aktobe,0.5,KAZ,,
2017,Percent,,rural,3.2 US dollars per day (based on PPP),Batys Kazakhstan,1.5,KAZ,,
2017,Percent,,rural,3.2 US dollars per day (based on PPP),Zhambyl,1.9,KAZ,,
2017,Percent,,rural,3.2 US dollars per day (based on PPP),Karagandy,1.2,KAZ,,
2017,Percent,,rural,3.2 US dollars per day (based on PPP),Kostanay,1.2,KAZ,,
2017,Percent,,rural,3.2 US dollars per day (based on PPP),Pavlodar,0.3,KAZ,,
2017,Percent,,rural,3.2 US dollars per day (based on PPP),Soltustik Kazakhstan,1.0,KAZ,,
2017,Percent,,rural,3.2 US dollars per day (based on PPP),Turkistan,1.3,KAZ,,
2017,Percent,,rural,3.2 US dollars per day (based on PPP),Shygys Kazakhstan,2.4,KAZ,,
2017,Percent,,rural,5.5 US dollars per day (based on PPP),Akmola,12.7,KAZ,,
2017,Percent,,rural,5.5 US dollars per day (based on PPP),Aktobe,14.8,KAZ,,
2017,Percent,,rural,5.5 US dollars per day (based on PPP),Almaty,6.9,KAZ,,
2017,Percent,,rural,5.5 US dollars per day (based on PPP),Atyrau,10.7,KAZ,,
2017,Percent,,rural,5.5 US dollars per day (based on PPP),Batys Kazakhstan,24.0,KAZ,,
2017,Percent,,rural,5.5 US dollars per day (based on PPP),Zhambyl,24.3,KAZ,,
2017,Percent,,rural,5.5 US dollars per day (based on PPP),Karagandy,16.0,KAZ,,
2017,Percent,,rural,5.5 US dollars per day (based on PPP),Kostanay,13.5,KAZ,,
2017,Percent,,rural,5.5 US dollars per day (based on PPP),Kyzylorda,20.6,KAZ,,
2017,Percent,,rural,5.5 US dollars per day (based on PPP),Mangistau,4.9,KAZ,,
2017,Percent,,rural,5.5 US dollars per day (based on PPP),Pavlodar,10.6,KAZ,,
2017,Percent,,rural,5.5 US dollars per day (based on PPP),Soltustik Kazakhstan,12.4,KAZ,,
2017,Percent,,rural,5.5 US dollars per day (based on PPP),Turkistan,32.3,KAZ,,
2017,Percent,,rural,5.5 US dollars per day (based on PPP),Shygys Kazakhstan,14.7,KAZ,,
2018,Percent,,,1.9 US dollars per day (based on PPP),,0.0,KAZ,,
2018,Percent,,,3.2 US dollars per day (based on PPP),,0.3,KAZ,,
2018,Percent,,,5.5 US dollars per day (based on PPP),,8.5,KAZ,,
2018,Percent,Male,,1.9 US dollars per day (based on PPP),,0.0,KAZ,,
2018,Percent,Male,,3.2 US dollars per day (based on PPP),,0.3,KAZ,,
2018,Percent,Male,,5.5 US dollars per day (based on PPP),,8.9,KAZ,,
2018,Percent,Female,,1.9 US dollars per day (based on PPP),,0.0,KAZ,,
2018,Percent,Female,,3.2 US dollars per day (based on PPP),,0.3,KAZ,,
2018,Percent,Female,,5.5 US dollars per day (based on PPP),,8.2,KAZ,,
2018,Percent,,urban,3.2 US dollars per day (based on PPP),,0.2,KAZ,,
2018,Percent,,urban,5.5 US dollars per day (based on PPP),,5.0,KAZ,,
2018,Percent,,rural,1.9 US dollars per day (based on PPP),,0.0,KAZ,,
2018,Percent,,rural,3.2 US dollars per day (based on PPP),,0.4,KAZ,,
2018,Percent,,rural,5.5 US dollars per day (based on PPP),,13.4,KAZ,,
2018,Percent,,,1.9 US dollars per day (based on PPP),Almaty,0.1,KAZ,,
2018,Percent,,,1.9 US dollars per day (based on PPP),Karagandy,0.0,KAZ,,
2018,Percent,,,3.2 US dollars per day (based on PPP),Akmola,0.6,KAZ,,
2018,Percent,,,3.2 US dollars per day (based on PPP),Aktobe,0.2,KAZ,,
2018,Percent,,,3.2 US dollars per day (based on PPP),Almaty,0.1,KAZ,,
2018,Percent,,,3.2 US dollars per day (based on PPP),Batys Kazakhstan,0.1,KAZ,,
2018,Percent,,,3.2 US dollars per day (based on PPP),Zhambyl,0.2,KAZ,,
2018,Percent,,,3.2 US dollars per day (based on PPP),Karagandy,0.5,KAZ,,
2018,Percent,,,3.2 US dollars per day (based on PPP),Kostanay,1.0,KAZ,,
2018,Percent,,,3.2 US dollars per day (based on PPP),Kyzylorda,0.1,KAZ,,
2018,Percent,,,3.2 US dollars per day (based on PPP),Mangistau,0.2,KAZ,,
2018,Percent,,,3.2 US dollars per day (based on PPP),Pavlodar,0.1,KAZ,,
2018,Percent,,,3.2 US dollars per day (based on PPP),Soltustik Kazakhstan,0.5,KAZ,,
2018,Percent,,,3.2 US dollars per day (based on PPP),Turkistan,0.5,KAZ,,
2018,Percent,,,3.2 US dollars per day (based on PPP),Shygys Kazakhstan,0.5,KAZ,,
2018,Percent,,,3.2 US dollars per day (based on PPP),Nur-Sultan city,0.1,KAZ,,
2018,Percent,,,3.2 US dollars per day (based on PPP),Almaty city,0.2,KAZ,,
2018,Percent,,,3.2 US dollars per day (based on PPP),Shymkent city,0.5,KAZ,,
2018,Percent,,,5.5 US dollars per day (based on PPP),Akmola,8.7,KAZ,,
2018,Percent,,,5.5 US dollars per day (based on PPP),Aktobe,12.0,KAZ,,
2018,Percent,,,5.5 US dollars per day (based on PPP),Almaty,4.7,KAZ,,
2018,Percent,,,5.5 US dollars per day (based on PPP),Atyrau,5.2,KAZ,,
2018,Percent,,,5.5 US dollars per day (based on PPP),Batys Kazakhstan,11.8,KAZ,,
2018,Percent,,,5.5 US dollars per day (based on PPP),Zhambyl,13.8,KAZ,,
2018,Percent,,,5.5 US dollars per day (based on PPP),Karagandy,5.1,KAZ,,
2018,Percent,,,5.5 US dollars per day (based on PPP),Kostanay,10.5,KAZ,,
2018,Percent,,,5.5 US dollars per day (based on PPP),Kyzylorda,13.7,KAZ,,
2018,Percent,,,5.5 US dollars per day (based on PPP),Mangistau,4.1,KAZ,,
2018,Percent,,,5.5 US dollars per day (based on PPP),Pavlodar,8.5,KAZ,,
2018,Percent,,,5.5 US dollars per day (based on PPP),Soltustik Kazakhstan,8.4,KAZ,,
2018,Percent,,,5.5 US dollars per day (based on PPP),Turkistan,21.7,KAZ,,
2018,Percent,,,5.5 US dollars per day (based on PPP),Shygys Kazakhstan,8.3,KAZ,,
2018,Percent,,,5.5 US dollars per day (based on PPP),Nur-Sultan city,0.8,KAZ,,
2018,Percent,,,5.5 US dollars per day (based on PPP),Almaty city,2.4,KAZ,,
2018,Percent,,,5.5 US dollars per day (based on PPP),Shymkent city,3.8,KAZ,,
2018,Percent,,urban,3.2 US dollars per day (based on PPP),Akmola,0.5,KAZ,,
2018,Percent,,urban,3.2 US dollars per day (based on PPP),Aktobe,0.1,KAZ,,
2018,Percent,,urban,3.2 US dollars per day (based on PPP),Karagandy,0.5,KAZ,,
2018,Percent,,urban,3.2 US dollars per day (based on PPP),Kostanay,0.7,KAZ,,
2018,Percent,,urban,3.2 US dollars per day (based on PPP),Soltustik Kazakhstan,0.8,KAZ,,
2018,Percent,,urban,3.2 US dollars per day (based on PPP),Turkistan,0.3,KAZ,,
2018,Percent,,urban,3.2 US dollars per day (based on PPP),Shygys Kazakhstan,0.1,KAZ,,
2018,Percent,,urban,3.2 US dollars per day (based on PPP),Nur-Sultan city,0.1,KAZ,,
2018,Percent,,urban,3.2 US dollars per day (based on PPP),Almaty city,0.2,KAZ,,
2018,Percent,,urban,3.2 US dollars per day (based on PPP),Shymkent city,0.5,KAZ,,
2018,Percent,,urban,5.5 US dollars per day (based on PPP),Akmola,7.8,KAZ,,
2018,Percent,,urban,5.5 US dollars per day (based on PPP),Aktobe,9.9,KAZ,,
2018,Percent,,urban,5.5 US dollars per day (based on PPP),Almaty,4.5,KAZ,,
2018,Percent,,urban,5.5 US dollars per day (based on PPP),Atyrau,1.6,KAZ,,
2018,Percent,,urban,5.5 US dollars per day (based on PPP),Batys Kazakhstan,6.5,KAZ,,
2018,Percent,,urban,5.5 US dollars per day (based on PPP),Zhambyl,8.7,KAZ,,
2018,Percent,,urban,5.5 US dollars per day (based on PPP),Karagandy,4.3,KAZ,,
2018,Percent,,urban,5.5 US dollars per day (based on PPP),Kostanay,6.4,KAZ,,
2018,Percent,,urban,5.5 US dollars per day (based on PPP),Kyzylorda,11.5,KAZ,,
2018,Percent,,urban,5.5 US dollars per day (based on PPP),Mangistau,1.1,KAZ,,
2018,Percent,,urban,5.5 US dollars per day (based on PPP),Pavlodar,6.7,KAZ,,
2018,Percent,,urban,5.5 US dollars per day (based on PPP),Soltustik Kazakhstan,5.9,KAZ,,
2018,Percent,,urban,5.5 US dollars per day (based on PPP),Turkistan,16.5,KAZ,,
2018,Percent,,urban,5.5 US dollars per day (based on PPP),Shygys Kazakhstan,4.6,KAZ,,
2018,Percent,,urban,5.5 US dollars per day (based on PPP),Nur-Sultan city,0.8,KAZ,,
2018,Percent,,urban,5.5 US dollars per day (based on PPP),Almaty city,2.4,KAZ,,
2018,Percent,,urban,5.5 US dollars per day (based on PPP),Shymkent city,3.8,KAZ,,
2018,Percent,,rural,1.9 US dollars per day (based on PPP),Almaty,0.1,KAZ,,
2018,Percent,,rural,1.9 US dollars per day (based on PPP),Karagandy,0.2,KAZ,,
2018,Percent,,rural,3.2 US dollars per day (based on PPP),Akmola,0.7,KAZ,,
2018,Percent,,rural,3.2 US dollars per day (based on PPP),Aktobe,0.4,KAZ,,
2018,Percent,,rural,3.2 US dollars per day (based on PPP),Almaty,0.1,KAZ,,
2018,Percent,,rural,3.2 US dollars per day (based on PPP),Batys Kazakhstan,0.1,KAZ,,
2018,Percent,,rural,3.2 US dollars per day (based on PPP),Zhambyl,0.3,KAZ,,
2018,Percent,,rural,3.2 US dollars per day (based on PPP),Karagandy,0.5,KAZ,,
2018,Percent,,rural,3.2 US dollars per day (based on PPP),Kostanay,1.4,KAZ,,
2018,Percent,,rural,3.2 US dollars per day (based on PPP),Kyzylorda,0.2,KAZ,,
2018,Percent,,rural,3.2 US dollars per day (based on PPP),Mangistau,0.3,KAZ,,
2018,Percent,,rural,3.2 US dollars per day (based on PPP),Pavlodar,0.3,KAZ,,
2018,Percent,,rural,3.2 US dollars per day (based on PPP),Soltustik Kazakhstan,0.3,KAZ,,
2018,Percent,,rural,3.2 US dollars per day (based on PPP),Turkistan,0.6,KAZ,,
2018,Percent,,rural,3.2 US dollars per day (based on PPP),Shygys Kazakhstan,1.1,KAZ,,
2018,Percent,,rural,5.5 US dollars per day (based on PPP),Akmola,9.5,KAZ,,
2018,Percent,,rural,5.5 US dollars per day (based on PPP),Aktobe,15.7,KAZ,,
2018,Percent,,rural,5.5 US dollars per day (based on PPP),Almaty,4.8,KAZ,,
2018,Percent,,rural,5.5 US dollars per day (based on PPP),Atyrau,9.1,KAZ,,
2018,Percent,,rural,5.5 US dollars per day (based on PPP),Batys Kazakhstan,17.5,KAZ,,
2018,Percent,,rural,5.5 US dollars per day (based on PPP),Zhambyl,17.2,KAZ,,
2018,Percent,,rural,5.5 US dollars per day (based on PPP),Karagandy,8.4,KAZ,,
2018,Percent,,rural,5.5 US dollars per day (based on PPP),Kostanay,15.5,KAZ,,
2018,Percent,,rural,5.5 US dollars per day (based on PPP),Kyzylorda,15.2,KAZ,,
2018,Percent,,rural,5.5 US dollars per day (based on PPP),Mangistau,6.1,KAZ,,
2018,Percent,,rural,5.5 US dollars per day (based on PPP),Pavlodar,12.9,KAZ,,
2018,Percent,,rural,5.5 US dollars per day (based on PPP),Soltustik Kazakhstan,10.5,KAZ,,
2018,Percent,,rural,5.5 US dollars per day (based on PPP),Turkistan,22.9,KAZ,,
2018,Percent,,rural,5.5 US dollars per day (based on PPP),Shygys Kazakhstan,14.1,KAZ,,
2019,Percent,,,1.9 US dollars per day (based on PPP),,0.0,KAZ,,
2019,Percent,,,3.2 US dollars per day (based on PPP),,0.2,KAZ,,
2019,Percent,,,5.5 US dollars per day (based on PPP),,6.2,KAZ,,
2019,Percent,Male,,1.9 US dollars per day (based on PPP),,0.0,KAZ,,
2019,Percent,Male,,3.2 US dollars per day (based on PPP),,0.2,KAZ,,
2019,Percent,Male,,5.5 US dollars per day (based on PPP),,6.4,KAZ,,
2019,Percent,Female,,1.9 US dollars per day (based on PPP),,0.0,KAZ,,
2019,Percent,Female,,3.2 US dollars per day (based on PPP),,0.2,KAZ,,
2019,Percent,Female,,5.5 US dollars per day (based on PPP),,5.9,KAZ,,
2019,Percent,,urban,1.9 US dollars per day (based on PPP),,0.0,KAZ,,
2019,Percent,,urban,3.2 US dollars per day (based on PPP),,0.1,KAZ,,
2019,Percent,,urban,5.5 US dollars per day (based on PPP),,3.6,KAZ,,
2019,Percent,,rural,1.9 US dollars per day (based on PPP),,0.0,KAZ,,
2019,Percent,,rural,3.2 US dollars per day (based on PPP),,0.4,KAZ,,
2019,Percent,,rural,5.5 US dollars per day (based on PPP),,9.7,KAZ,,
2019,Percent,,,1.9 US dollars per day (based on PPP),Akmola,0.0,KAZ,,
2019,Percent,,,1.9 US dollars per day (based on PPP),Karagandy,0.1,KAZ,,
2019,Percent,,,3.2 US dollars per day (based on PPP),Akmola,0.7,KAZ,,
2019,Percent,,,3.2 US dollars per day (based on PPP),Aktobe,0.2,KAZ,,
2019,Percent,,,3.2 US dollars per day (based on PPP),Almaty,0.2,KAZ,,
2019,Percent,,,3.2 US dollars per day (based on PPP),Zhambyl,0.3,KAZ,,
2019,Percent,,,3.2 US dollars per day (based on PPP),Karagandy,0.4,KAZ,,
2019,Percent,,,3.2 US dollars per day (based on PPP),Kostanay,0.4,KAZ,,
2019,Percent,,,3.2 US dollars per day (based on PPP),Kyzylorda,0.2,KAZ,,
2019,Percent,,,3.2 US dollars per day (based on PPP),Pavlodar,0.2,KAZ,,
2019,Percent,,,3.2 US dollars per day (based on PPP),Soltustik Kazakhstan,0.5,KAZ,,
2019,Percent,,,3.2 US dollars per day (based on PPP),Turkistan,0.2,KAZ,,
2019,Percent,,,3.2 US dollars per day (based on PPP),Shygys Kazakhstan,0.6,KAZ,,
2019,Percent,,,3.2 US dollars per day (based on PPP),Almaty city,0.0,KAZ,,
2019,Percent,,,5.5 US dollars per day (based on PPP),Akmola,6.2,KAZ,,
2019,Percent,,,5.5 US dollars per day (based on PPP),Aktobe,4.5,KAZ,,
2019,Percent,,,5.5 US dollars per day (based on PPP),Almaty,3.0,KAZ,,
2019,Percent,,,5.5 US dollars per day (based on PPP),Atyrau,3.2,KAZ,,
2019,Percent,,,5.5 US dollars per day (based on PPP),Batys Kazakhstan,7.3,KAZ,,
2019,Percent,,,5.5 US dollars per day (based on PPP),Zhambyl,9.6,KAZ,,
2019,Percent,,,5.5 US dollars per day (based on PPP),Karagandy,3.9,KAZ,,
2019,Percent,,,5.5 US dollars per day (based on PPP),Kostanay,6.0,KAZ,,
2019,Percent,,,5.5 US dollars per day (based on PPP),Kyzylorda,10.4,KAZ,,
2019,Percent,,,5.5 US dollars per day (based on PPP),Mangistau,4.2,KAZ,,
2019,Percent,,,5.5 US dollars per day (based on PPP),Pavlodar,6.4,KAZ,,
2019,Percent,,,5.5 US dollars per day (based on PPP),Soltustik Kazakhstan,8.6,KAZ,,
2019,Percent,,,5.5 US dollars per day (based on PPP),Turkistan,15.3,KAZ,,
2019,Percent,,,5.5 US dollars per day (based on PPP),Shygys Kazakhstan,7.9,KAZ,,
2019,Percent,,,5.5 US dollars per day (based on PPP),Nur-Sultan city,0.6,KAZ,,
2019,Percent,,,5.5 US dollars per day (based on PPP),Almaty city,2.4,KAZ,,
2019,Percent,,,5.5 US dollars per day (based on PPP),Shymkent city,4.3,KAZ,,
2019,Percent,,urban,1.9 US dollars per day (based on PPP),Karagandy,0.1,KAZ,,
