Year,UNIT_MEASURE,Sex,Value,M49_country_code,Reference area,COMPOSITE_BREAKDOWN,GeoCode,unique_id,col_caption_name,col_caption_name1_empty,year,value
2021.0,,Female,43.8,KGZ,Batken,Non-communicable disease: Cancer,KG05,,,,,
2007.0,,,36.3,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2008.0,,,42.0,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2009.0,,,47.8,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2010.0,,,46.3,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2011.0,,,51.5,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2012.0,,,47.3,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2013.0,,,49.2,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2014.0,,,51.0,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2015.0,,,52.9,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2016.0,,,54.2,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2017.0,,,50.9,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2018.0,,,49.480249,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2019.0,,,50.87233,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2020.0,,,50.5,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2021.0,,,46.2,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2007.0,,Male,37.037037,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2008.0,,Male,45.2,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2009.0,,Male,49.025399,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2010.0,,Male,46.168768,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2011.0,,Male,58.846007,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2012.0,,Male,49.653363,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2013.0,,Male,49.8808,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2014.0,,Male,53.311793,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2015.0,,Male,53.555751,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2016.0,,Male,59.662999,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2017.0,,Male,57.831732,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2018.0,,Male,45.627376,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2019.0,,Male,51.523007,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2020.0,,Male,49.3,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2021.0,,Male,48.9,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2007.0,,Female,35.634744,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2008.0,,Female,38.838839,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2009.0,,Female,46.539144,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2010.0,,Female,46.461897,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2011.0,,Female,44.061303,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2012.0,,Female,44.941707,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2013.0,,Female,48.461397,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2014.0,,Female,48.762868,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2015.0,,Female,52.221632,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2016.0,,Female,48.784722,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2017.0,,Female,43.811797,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2018.0,,Female,53.380187,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2019.0,,Female,50.213325,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2020.0,,Female,51.7,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2021.0,,Female,43.6,KGZ,Jalal-Abad,Non-communicable disease: Cancer,KG03,,,,,
2007.0,,,74.6,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2008.0,,,72.4,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2009.0,,,78.7,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2010.0,,,73.4,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2011.0,,,74.0,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2012.0,,,84.8,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2013.0,,,81.8,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2014.0,,,85.2,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2015.0,,,89.1,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2016.0,,,83.9,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2017.0,,,80.9,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2018.0,,,90.460526,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2019.0,,,87.441672,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2020.0,,,85.6,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2021.0,,,82.4,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2007.0,,Male,79.008883,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2008.0,,Male,68.741291,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2009.0,,Male,90.658076,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2010.0,,Male,76.642336,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2011.0,,Male,82.730561,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2012.0,,Male,90.380313,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2013.0,,Male,95.006628,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2014.0,,Male,93.0131,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2015.0,,Male,90.948276,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2016.0,,Male,91.758709,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2017.0,,Male,88.358459,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2018.0,,Male,93.311313,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2019.0,,Male,92.87169,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2020.0,,Male,99.0,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2021.0,,Male,93.3,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2007.0,,Female,70.390554,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2008.0,,Female,75.983718,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2009.0,,Female,67.056706,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2010.0,,Female,70.183281,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2011.0,,Female,65.304309,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2012.0,,Female,79.225352,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2013.0,,Female,68.785372,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2014.0,,Female,77.51938,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2015.0,,Female,87.234043,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2016.0,,Female,76.05042,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2017.0,,Female,73.413521,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2018.0,,Female,87.633088,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2019.0,,Female,82.053355,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2020.0,,Female,72.3,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2021.0,,Female,71.5,KGZ,Issyk-Kul,Non-communicable disease: Cancer,KG02,,,,,
2007.0,,,70.8,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2008.0,,,72.0,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2009.0,,,72.0,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2010.0,,,66.7,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2011.0,,,81.9,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2012.0,,,63.8,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2013.0,,,78.2,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2014.0,,,82.4,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2015.0,,,89.5,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2016.0,,,88.1,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2017.0,,,81.8,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2018.0,,,87.946741,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2019.0,,,83.593479,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2020.0,,,80.4,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2021.0,,,71.6,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2007.0,,Male,77.872012,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2008.0,,Male,75.442648,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2009.0,,Male,79.632466,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2010.0,,Male,74.242424,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2011.0,,Male,83.832335,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2012.0,,Male,62.130178,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2013.0,,Male,76.69832,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2014.0,,Male,90.252708,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2015.0,,Male,88.508208,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2016.0,,Male,95.909732,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2017.0,,Male,80.779944,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2018.0,,Male,101.928375,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2019.0,,Male,89.97955,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2020.0,,Male,93.9,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2021.0,,Male,81.7,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2007.0,,Female,63.579278,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2008.0,,Female,68.396226,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2009.0,,Female,64.212999,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2010.0,,Female,59.052059,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2011.0,,Female,80.0,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2012.0,,Female,65.498858,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2013.0,,Female,79.819277,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2014.0,,Female,74.349442,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2015.0,,Female,90.441176,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2016.0,,Female,79.94186,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2017.0,,Female,82.793377,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2018.0,,Female,73.466476,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2019.0,,Female,76.977401,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2020.0,,Female,66.5,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2021.0,,Female,61.2,KGZ,Naryn,Non-communicable disease: Cancer,KG04,,,,,
2007.0,,,38.1,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2008.0,,,36.4,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2009.0,,,40.7,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2010.0,,,40.1,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2011.0,,,43.6,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2012.0,,,43.0,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2013.0,,,43.0,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2014.0,,,50.7,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2015.0,,,50.6,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2016.0,,,49.9,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2017.0,,,49.1,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2018.0,,,50.978916,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2019.0,,,52.767528,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2020.0,,,51.9,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2021.0,,,45.9,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2007.0,,Male,43.366409,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2008.0,,Male,40.857091,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2009.0,,Male,49.892704,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2010.0,,Male,47.669492,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2011.0,,Male,50.732218,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2012.0,,Male,47.912389,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2013.0,,Male,46.671127,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2014.0,,Male,56.218336,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2015.0,,Male,57.23852,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2016.0,,Male,55.711173,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2017.0,,Male,54.811206,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2018.0,,Male,55.298852,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2019.0,,Male,57.810219,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2020.0,,Male,56.5,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2021.0,,Male,50.3,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2007.0,,Female,32.673637,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2008.0,,Female,31.907045,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2009.0,,Female,31.255679,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2010.0,,Female,32.437276,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2011.0,,Female,36.415061,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2012.0,,Female,38.014234,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2013.0,,Female,39.232337,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2014.0,,Female,45.001661,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2015.0,,Female,43.774319,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2016.0,,Female,43.898574,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2017.0,,Female,43.322981,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2018.0,,Female,46.568254,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2019.0,,Female,47.61194,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2020.0,,Female,47.2,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2021.0,,Female,41.4,KGZ,Osh,Non-communicable disease: Cancer,KG06,,,,,
2007.0,,,47.2,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2008.0,,,54.7,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2009.0,,,59.7,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2010.0,,,66.0,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2011.0,,,59.9,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2012.0,,,58.5,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2013.0,,,68.3,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2014.0,,,68.9,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2015.0,,,60.6,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2016.0,,,70.7,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2017.0,,,62.6,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2018.0,,,59.724349,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2019.0,,,61.03994,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2020.0,,,75.4,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2021.0,,,52.1,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2007.0,,Male,52.111411,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2008.0,,Male,48.845471,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2009.0,,Male,69.298246,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2010.0,,Male,75.324675,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2011.0,,Male,60.528559,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2012.0,,Male,67.001675,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2013.0,,Male,65.020576,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2014.0,,Male,80.906149,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2015.0,,Male,65.18283,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2016.0,,Male,72.713057,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2017.0,,Male,70.878274,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2018.0,,Male,61.363636,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2019.0,,Male,58.122206,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2020.0,,Male,85.2,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2021.0,,Male,58.8,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2007.0,,Female,42.190305,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2008.0,,Female,60.498221,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2009.0,,Female,50.176056,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2010.0,,Female,56.570931,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2011.0,,Female,59.329321,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2012.0,,Female,50.0,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2013.0,,Female,71.726439,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2014.0,,Female,56.696795,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2015.0,,Female,55.870445,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2016.0,,Female,68.635275,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2017.0,,Female,54.245283,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2018.0,,Female,58.049536,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2019.0,,Female,64.02439,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2020.0,,Female,65.4,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2021.0,,Female,45.3,KGZ,Talas,Non-communicable disease: Cancer,KG07,,,,,
2007.0,,,88.1,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2008.0,,,91.2,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2009.0,,,95.3,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2010.0,,,89.6,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2011.0,,,92.0,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2012.0,,,91.5,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2013.0,,,88.3,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2014.0,,,92.7,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2015.0,,,82.6,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2016.0,,,94.3,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2017.0,,,91.3,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2018.0,,,97.487653,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2019.0,,,96.580747,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2020.0,,,93.3,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2021.0,,,94.9,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2007.0,,Male,98.326898,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2008.0,,Male,93.646338,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2009.0,,Male,97.394384,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2010.0,,Male,98.545637,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2011.0,,Male,93.913043,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2012.0,,Male,98.115977,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2013.0,,Male,98.919568,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2014.0,,Male,102.73327,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2015.0,,Male,87.338262,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2016.0,,Male,104.440417,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2017.0,,Male,99.599822,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2018.0,,Male,105.538596,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2019.0,,Male,101.452371,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2020.0,,Male,103.9,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2021.0,,Male,99.5,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2007.0,,Female,78.163772,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2008.0,,Female,88.82874,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2009.0,,Female,93.261719,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2010.0,,Female,80.910853,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2011.0,,Female,90.100913,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2012.0,,Female,85.111427,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2013.0,,Female,77.997672,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2014.0,,Female,82.952468,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2015.0,,Female,78.009415,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2016.0,,Female,84.414157,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2017.0,,Female,83.243476,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2018.0,,Female,89.678511,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2019.0,,Female,91.851545,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2020.0,,Female,83.1,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2021.0,,Female,90.4,KGZ,Chui,Non-communicable disease: Cancer,KG08,,,,,
2007.0,,,82.3,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2008.0,,,82.6,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2009.0,,,75.8,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2010.0,,,78.1,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2011.0,,,69.8,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2012.0,,,67.4,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2013.0,,,69.3,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2014.0,,,73.1,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2015.0,,,76.6,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2016.0,,,66.5,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2017.0,,,69.1,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2018.0,,,69.281561,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2019.0,,,64.193734,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2020.0,,,68.8,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2021.0,,,61.4,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2007.0,,Male,84.714549,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2008.0,,Male,86.525932,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2009.0,,Male,80.16444,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2010.0,,Male,79.312958,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2011.0,,Male,71.020611,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2012.0,,Male,72.957198,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2013.0,,Male,70.037987,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2014.0,,Male,74.12555,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2015.0,,Male,76.627486,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2016.0,,Male,65.121413,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
