Year,UNIT_MEASURE,Area,Sex,Regions,Value,M49_country_code,Reference area,Age,Degree of urbanisation,Income or wealth quantile,Education level,GeoCode,unique_id,col_caption_name,col_caption_name1_empty,year,value
2019.0,,,,,90.460037,KGZ,,15 years old and over,,Quintile 3,,,,,,,
2020.0,,,,,95.223429,KGZ,,15 years old and over,,Quintile 3,,,,,,,
2021.0,,,,,94.055976,KGZ,,15 years old and over,,Quintile 3,,,,,,,
2018.0,,,,,91.919084,KGZ,,15 years old and over,,Quintile 4,,,,,,,
2019.0,,,,,93.289778,KGZ,,15 years old and over,,Quintile 4,,,,,,,
2020.0,,,,,93.748841,KGZ,,15 years old and over,,Quintile 4,,,,,,,
2021.0,,,,,95.449908,KGZ,,15 years old and over,,Quintile 4,,,,,,,
2018.0,,,,,94.603144,KGZ,,15 years old and over,,Quintile 5 (richest),,,,,,,
2019.0,,,,,93.356497,KGZ,,15 years old and over,,Quintile 5 (richest),,,,,,,
2020.0,,,,,95.771799,KGZ,,15 years old and over,,Quintile 5 (richest),,,,,,,
2021.0,,,,,96.978118,KGZ,,15 years old and over,,Quintile 5 (richest),,,,,,,
,,,,,,UZB,,,,,,,16_101_,Total,True,2000.0,0.0
,,,,,,UZB,,,,,,,16_101_,Total,True,2001.0,0.0
,,,,,,UZB,,,,,,,16_101_,Total,True,2002.0,0.0
,,,,,,UZB,,,,,,,16_101_,Total,True,2003.0,0.0
,,,,,,UZB,,,,,,,16_101_,Total,True,2004.0,0.0
,,,,,,UZB,,,,,,,16_101_,Total,True,2005.0,0.0
,,,,,,UZB,,,,,,,16_101_,Total,True,2006.0,0.0
,,,,,,UZB,,,,,,,16_101_,Total,True,2007.0,0.0
,,,,,,UZB,,,,,,,16_101_,Total,True,2008.0,0.0
,,,,,,UZB,,,,,,,16_101_,Total,True,2009.0,0.0
,,,,,,UZB,,,,,,,16_101_,Total,True,2010.0,0.0
,,,,,,UZB,,,,,,,16_101_,Total,True,2011.0,0.0
,,,,,,UZB,,,,,,,16_101_,Total,True,2012.0,0.0
,,,,,,UZB,,,,,,,16_101_,Total,True,2013.0,0.0
,,,,,,UZB,,,,,,,16_101_,Total,True,2014.0,0.0
,,,,,,UZB,,,,,,,16_101_,Total,True,2015.0,0.0
,,,,,,UZB,,,,,,,16_101_,Total,True,2016.0,0.0
,,,,,,UZB,,,,,,,16_101_,Total,True,2017.0,63.5
,,,,,,UZB,,,,,,,16_101_,Total,True,2018.0,68.1
,,,,,,UZB,,,,,,,16_101_,Total,True,2019.0,69.8
,,,,,,UZB,,,,,,,16_101_,Total,True,2020.0,71.7
,,,,,,UZB,,,,,,,16_101_,Total,True,2021.0,72.4
,,,,,,UZB,,,,,,,16_135_,Men,True,2000.0,0.0
,,,,,,UZB,,,,,,,16_135_,Men,True,2001.0,0.0
,,,,,,UZB,,,,,,,16_135_,Men,True,2002.0,0.0
,,,,,,UZB,,,,,,,16_135_,Men,True,2003.0,0.0
,,,,,,UZB,,,,,,,16_135_,Men,True,2004.0,0.0
,,,,,,UZB,,,,,,,16_135_,Men,True,2005.0,0.0
,,,,,,UZB,,,,,,,16_135_,Men,True,2006.0,0.0
,,,,,,UZB,,,,,,,16_135_,Men,True,2007.0,0.0
,,,,,,UZB,,,,,,,16_135_,Men,True,2008.0,0.0
,,,,,,UZB,,,,,,,16_135_,Men,True,2009.0,0.0
,,,,,,UZB,,,,,,,16_135_,Men,True,2010.0,0.0
,,,,,,UZB,,,,,,,16_135_,Men,True,2011.0,0.0
,,,,,,UZB,,,,,,,16_135_,Men,True,2012.0,0.0
,,,,,,UZB,,,,,,,16_135_,Men,True,2013.0,0.0
,,,,,,UZB,,,,,,,16_135_,Men,True,2014.0,0.0
,,,,,,UZB,,,,,,,16_135_,Men,True,2015.0,0.0
,,,,,,UZB,,,,,,,16_135_,Men,True,2016.0,0.0
,,,,,,UZB,,,,,,,16_135_,Men,True,2017.0,73.3
,,,,,,UZB,,,,,,,16_135_,Men,True,2018.0,77.4
,,,,,,UZB,,,,,,,16_135_,Men,True,2019.0,77.5
,,,,,,UZB,,,,,,,16_135_,Men,True,2020.0,77.9
,,,,,,UZB,,,,,,,16_135_,Men,True,2021.0,81.1
,,,,,,UZB,,,,,,,16_136_,Women,True,2000.0,0.0
,,,,,,UZB,,,,,,,16_136_,Women,True,2001.0,0.0
,,,,,,UZB,,,,,,,16_136_,Women,True,2002.0,0.0
,,,,,,UZB,,,,,,,16_136_,Women,True,2003.0,0.0
,,,,,,UZB,,,,,,,16_136_,Women,True,2004.0,0.0
,,,,,,UZB,,,,,,,16_136_,Women,True,2005.0,0.0
,,,,,,UZB,,,,,,,16_136_,Women,True,2006.0,0.0
,,,,,,UZB,,,,,,,16_136_,Women,True,2007.0,0.0
,,,,,,UZB,,,,,,,16_136_,Women,True,2008.0,0.0
,,,,,,UZB,,,,,,,16_136_,Women,True,2009.0,0.0
,,,,,,UZB,,,,,,,16_136_,Women,True,2010.0,0.0
,,,,,,UZB,,,,,,,16_136_,Women,True,2011.0,0.0
,,,,,,UZB,,,,,,,16_136_,Women,True,2012.0,0.0
,,,,,,UZB,,,,,,,16_136_,Women,True,2013.0,0.0
,,,,,,UZB,,,,,,,16_136_,Women,True,2014.0,0.0
,,,,,,UZB,,,,,,,16_136_,Women,True,2015.0,0.0
,,,,,,UZB,,,,,,,16_136_,Women,True,2016.0,0.0
,,,,,,UZB,,,,,,,16_136_,Women,True,2017.0,53.8
,,,,,,UZB,,,,,,,16_136_,Women,True,2018.0,59.6
,,,,,,UZB,,,,,,,16_136_,Women,True,2019.0,62.8
,,,,,,UZB,,,,,,,16_136_,Women,True,2020.0,65.5
,,,,,,UZB,,,,,,,16_136_,Women,True,2021.0,63.6
