Year,UNIT_MEASURE,Regions,Sex,Area,Age,Value,M49_country_code,Degree of urbanisation,Economic activity
2017,Percent,Aktobe,,,16-24,1.6,KAZ,,
2017,Percent,Aktobe,,,25-28,2.3,KAZ,,
2017,Percent,Aktobe,,,29-34,1.0,KAZ,,
2017,Percent,Aktobe,,,35-44,1.6,KAZ,,
2017,Percent,Aktobe,,,45-54,2.1,KAZ,,
2017,Percent,Aktobe,,,55-64,3.1,KAZ,,
2017,Percent,Almaty,,,Y15,41.8,KAZ,,
2017,Percent,Almaty,,,16-24,3.5,KAZ,,
2017,Percent,Almaty,,,25-28,4.1,KAZ,,
2017,Percent,Almaty,,,29-34,2.4,KAZ,,
2017,Percent,Almaty,,,35-44,3.6,KAZ,,
2017,Percent,Almaty,,,45-54,4.6,KAZ,,
2017,Percent,Almaty,,,55-64,7.0,KAZ,,
2017,Percent,Almaty,,,65 and older,1.9,KAZ,,
2017,Percent,Atyrau,,,16-24,0.3,KAZ,,
2017,Percent,Atyrau,,,25-28,0.4,KAZ,,
2017,Percent,Atyrau,,,29-34,0.0,KAZ,,
2017,Percent,Atyrau,,,35-44,0.6,KAZ,,
2017,Percent,Atyrau,,,45-54,0.5,KAZ,,
2017,Percent,Atyrau,,,55-64,0.5,KAZ,,
2017,Percent,Batys Kazakhstan,,,16-24,5.5,KAZ,,
2017,Percent,Batys Kazakhstan,,,25-28,4.5,KAZ,,
2017,Percent,Batys Kazakhstan,,,29-34,2.9,KAZ,,
2017,Percent,Batys Kazakhstan,,,35-44,3.4,KAZ,,
2017,Percent,Batys Kazakhstan,,,45-54,3.1,KAZ,,
2017,Percent,Batys Kazakhstan,,,55-64,4.4,KAZ,,
2017,Percent,Zhambyl,,,16-24,5.9,KAZ,,
2017,Percent,Zhambyl,,,25-28,3.5,KAZ,,
2017,Percent,Zhambyl,,,29-34,3.1,KAZ,,
2017,Percent,Zhambyl,,,35-44,2.6,KAZ,,
2017,Percent,Zhambyl,,,45-54,3.2,KAZ,,
2017,Percent,Zhambyl,,,55-64,3.0,KAZ,,
2017,Percent,Zhambyl,,,65 and older,4.8,KAZ,,
2017,Percent,Karagandy,,,Y15,38.1,KAZ,,
2017,Percent,Karagandy,,,16-24,3.2,KAZ,,
2017,Percent,Karagandy,,,25-28,1.5,KAZ,,
2017,Percent,Karagandy,,,29-34,1.8,KAZ,,
2017,Percent,Karagandy,,,35-44,1.6,KAZ,,
2017,Percent,Karagandy,,,45-54,1.4,KAZ,,
2017,Percent,Karagandy,,,55-64,2.7,KAZ,,
2017,Percent,Karagandy,,,65 and older,3.3,KAZ,,
2017,Percent,Kostanay,,,16-24,8.5,KAZ,,
2017,Percent,Kostanay,,,25-28,7.2,KAZ,,
2017,Percent,Kostanay,,,29-34,8.6,KAZ,,
2017,Percent,Kostanay,,,35-44,3.1,KAZ,,
2017,Percent,Kostanay,,,45-54,4.2,KAZ,,
2017,Percent,Kostanay,,,55-64,2.4,KAZ,,
2017,Percent,Kostanay,,,65 and older,0.3,KAZ,,
2017,Percent,Kyzylorda,,,16-24,6.9,KAZ,,
2017,Percent,Kyzylorda,,,25-28,5.0,KAZ,,
2017,Percent,Kyzylorda,,,29-34,5.0,KAZ,,
2017,Percent,Kyzylorda,,,35-44,3.5,KAZ,,
2017,Percent,Kyzylorda,,,45-54,3.3,KAZ,,
2017,Percent,Kyzylorda,,,55-64,2.5,KAZ,,
2017,Percent,Mangistau,,,16-24,1.1,KAZ,,
2017,Percent,Mangistau,,,25-28,1.4,KAZ,,
2017,Percent,Mangistau,,,29-34,1.0,KAZ,,
2017,Percent,Mangistau,,,35-44,0.9,KAZ,,
2017,Percent,Mangistau,,,45-54,1.1,KAZ,,
2017,Percent,Mangistau,,,55-64,1.0,KAZ,,
2017,Percent,Ontustik Kazakhstan,,,16-24,1.4,KAZ,,
2017,Percent,Ontustik Kazakhstan,,,25-28,1.4,KAZ,,
2017,Percent,Ontustik Kazakhstan,,,29-34,1.9,KAZ,,
2017,Percent,Ontustik Kazakhstan,,,35-44,1.7,KAZ,,
2017,Percent,Ontustik Kazakhstan,,,45-54,1.9,KAZ,,
2017,Percent,Ontustik Kazakhstan,,,55-64,1.1,KAZ,,
2017,Percent,Pavlodar,,,16-24,5.4,KAZ,,
2017,Percent,Pavlodar,,,25-28,1.3,KAZ,,
2017,Percent,Pavlodar,,,29-34,1.2,KAZ,,
2017,Percent,Pavlodar,,,35-44,1.5,KAZ,,
2017,Percent,Pavlodar,,,45-54,1.6,KAZ,,
2017,Percent,Pavlodar,,,55-64,1.9,KAZ,,
2017,Percent,Soltustik Kazakhstan,,,Y15,39.2,KAZ,,
2017,Percent,Soltustik Kazakhstan,,,16-24,1.8,KAZ,,
2017,Percent,Soltustik Kazakhstan,,,25-28,0.4,KAZ,,
2017,Percent,Soltustik Kazakhstan,,,29-34,0.9,KAZ,,
2017,Percent,Soltustik Kazakhstan,,,35-44,1.3,KAZ,,
2017,Percent,Soltustik Kazakhstan,,,45-54,0.4,KAZ,,
2017,Percent,Soltustik Kazakhstan,,,55-64,0.4,KAZ,,
2017,Percent,Soltustik Kazakhstan,,,65 and older,0.4,KAZ,,
2017,Percent,Shygys Kazakhstan,,,Y15,100.0,KAZ,,
2017,Percent,Shygys Kazakhstan,,,16-24,10.4,KAZ,,
2017,Percent,Shygys Kazakhstan,,,25-28,3.8,KAZ,,
2017,Percent,Shygys Kazakhstan,,,29-34,2.5,KAZ,,
2017,Percent,Shygys Kazakhstan,,,35-44,4.4,KAZ,,
2017,Percent,Shygys Kazakhstan,,,45-54,5.8,KAZ,,
2017,Percent,Shygys Kazakhstan,,,55-64,5.4,KAZ,,
2017,Percent,Shygys Kazakhstan,,,65 and older,17.5,KAZ,,
2017,Percent,Almaty city,,,16-24,0.3,KAZ,,
2017,Percent,Almaty city,,,25-28,0.6,KAZ,,
2017,Percent,Almaty city,,,29-34,0.6,KAZ,,
2017,Percent,Almaty city,,,35-44,0.7,KAZ,,
2017,Percent,Almaty city,,,45-54,0.8,KAZ,,
2017,Percent,Almaty city,,,55-64,1.2,KAZ,,
2018,Percent,,,,,2.2,KAZ,,
2018,Percent,Akmola,,,,4.0,KAZ,,
2018,Percent,Aktobe,,,,1.5,KAZ,,
2018,Percent,Almaty,,,,3.8,KAZ,,
2018,Percent,Atyrau,,,,0.4,KAZ,,
2018,Percent,Batys Kazakhstan,,,,3.5,KAZ,,
2018,Percent,Zhambyl,,,,1.9,KAZ,,
2018,Percent,Karagandy,,,,1.6,KAZ,,
2018,Percent,Kostanay,,,,4.6,KAZ,,
2018,Percent,Kyzylorda,,,,3.8,KAZ,,
2018,Percent,Mangistau,,,,1.7,KAZ,,
2018,Percent,Pavlodar,,,,1.6,KAZ,,
2018,Percent,Soltustik Kazakhstan,,,,0.7,KAZ,,
2018,Percent,Turkistan,,,,2.9,KAZ,,
2018,Percent,Shygys Kazakhstan,,,,3.3,KAZ,,
2018,Percent,Nur-Sultan city,,,,0.0,KAZ,,
2018,Percent,Almaty city,,,,0.5,KAZ,,
2018,Percent,Shymkent city,,,,0.7,KAZ,,
2018,Percent,,Male,,,2.3,KAZ,,
2018,Percent,Akmola,Male,,,4.0,KAZ,,
2018,Percent,Aktobe,Male,,,1.8,KAZ,,
2018,Percent,Almaty,Male,,,3.6,KAZ,,
2018,Percent,Atyrau,Male,,,0.4,KAZ,,
2018,Percent,Batys Kazakhstan,Male,,,3.0,KAZ,,
2018,Percent,Zhambyl,Male,,,1.8,KAZ,,
2018,Percent,Karagandy,Male,,,1.9,KAZ,,
2018,Percent,Kostanay,Male,,,4.6,KAZ,,
2018,Percent,Kyzylorda,Male,,,4.9,KAZ,,
2018,Percent,Mangistau,Male,,,1.9,KAZ,,
2018,Percent,Pavlodar,Male,,,1.6,KAZ,,
2018,Percent,Soltustik Kazakhstan,Male,,,0.8,KAZ,,
2018,Percent,Turkistan,Male,,,2.3,KAZ,,
2018,Percent,Shygys Kazakhstan,Male,,,3.5,KAZ,,
2018,Percent,Nur-Sultan city,Male,,,0.1,KAZ,,
2018,Percent,Almaty city,Male,,,0.5,KAZ,,
2018,Percent,Shymkent city,Male,,,1.2,KAZ,,
2018,Percent,,Female,,,2.2,KAZ,,
2018,Percent,Akmola,Female,,,3.9,KAZ,,
2018,Percent,Aktobe,Female,,,1.2,KAZ,,
2018,Percent,Almaty,Female,,,4.0,KAZ,,
2018,Percent,Atyrau,Female,,,0.4,KAZ,,
2018,Percent,Batys Kazakhstan,Female,,,4.1,KAZ,,
2018,Percent,Zhambyl,Female,,,1.9,KAZ,,
2018,Percent,Karagandy,Female,,,1.4,KAZ,,
2018,Percent,Kostanay,Female,,,4.7,KAZ,,
2018,Percent,Kyzylorda,Female,,,2.5,KAZ,,
2018,Percent,Mangistau,Female,,,1.5,KAZ,,
2018,Percent,Pavlodar,Female,,,1.6,KAZ,,
2018,Percent,Soltustik Kazakhstan,Female,,,0.6,KAZ,,
2018,Percent,Turkistan,Female,,,3.6,KAZ,,
2018,Percent,Shygys Kazakhstan,Female,,,3.1,KAZ,,
2018,Percent,Nur-Sultan city,Female,,,0.0,KAZ,,
2018,Percent,Almaty city,Female,,,0.5,KAZ,,
2018,Percent,Shymkent city,Female,,,0.3,KAZ,,
2018,Percent,,,urban,,1.1,KAZ,,
2018,Percent,Akmola,,urban,,2.0,KAZ,,
2018,Percent,Aktobe,,urban,,0.9,KAZ,,
2018,Percent,Almaty,,urban,,2.9,KAZ,,
2018,Percent,Atyrau,,urban,,0.4,KAZ,,
2018,Percent,Batys Kazakhstan,,urban,,1.5,KAZ,,
2018,Percent,Zhambyl,,urban,,0.1,KAZ,,
2018,Percent,Karagandy,,urban,,1.9,KAZ,,
2018,Percent,Kostanay,,urban,,3.6,KAZ,,
2018,Percent,Kyzylorda,,urban,,1.5,KAZ,,
2018,Percent,Mangistau,,urban,,0.5,KAZ,,
2018,Percent,Pavlodar,,urban,,0.4,KAZ,,
2018,Percent,Soltustik Kazakhstan,,urban,,0.9,KAZ,,
2018,Percent,Turkistan,,urban,,1.9,KAZ,,
2018,Percent,Shygys Kazakhstan,,urban,,0.7,KAZ,,
2018,Percent,Nur-Sultan city,,urban,,0.0,KAZ,,
2018,Percent,Almaty city,,urban,,0.5,KAZ,,
2018,Percent,Shymkent city,,urban,,0.7,KAZ,,
2018,Percent,,,rural,,3.9,KAZ,,
2018,Percent,Akmola,,rural,,5.8,KAZ,,
2018,Percent,Aktobe,,rural,,2.9,KAZ,,
2018,Percent,Almaty,,rural,,4.0,KAZ,,
2018,Percent,Atyrau,,rural,,0.5,KAZ,,
2018,Percent,Batys Kazakhstan,,rural,,5.4,KAZ,,
2018,Percent,Zhambyl,,rural,,3.0,KAZ,,
2018,Percent,Karagandy,,rural,,0.9,KAZ,,
2018,Percent,Kostanay,,rural,,5.7,KAZ,,
2018,Percent,Kyzylorda,,rural,,5.5,KAZ,,
2018,Percent,Mangistau,,rural,,2.7,KAZ,,
2018,Percent,Pavlodar,,rural,,4.4,KAZ,,
2018,Percent,Soltustik Kazakhstan,,rural,,0.5,KAZ,,
2018,Percent,Turkistan,,rural,,3.1,KAZ,,
2018,Percent,Shygys Kazakhstan,,rural,,7.4,KAZ,,
2018,Percent,,,,Y15,40.4,KAZ,,
2018,Percent,,,,16-24,2.4,KAZ,,
2018,Percent,,,,25-28,2.0,KAZ,,
2018,Percent,,,,29-34,1.9,KAZ,,
2018,Percent,,,,35-44,2.0,KAZ,,
2018,Percent,,,,45-54,2.1,KAZ,,
2018,Percent,,,,55-64,3.7,KAZ,,
2018,Percent,,,,65 and older,6.7,KAZ,,
2018,Percent,Akmola,,,16-24,4.1,KAZ,,
2018,Percent,Akmola,,,25-28,3.7,KAZ,,
2018,Percent,Akmola,,,29-34,3.6,KAZ,,
2018,Percent,Akmola,,,35-44,3.3,KAZ,,
2018,Percent,Akmola,,,45-54,3.8,KAZ,,
2018,Percent,Akmola,,,55-64,4.6,KAZ,,
2018,Percent,Akmola,,,65 and older,9.0,KAZ,,
2018,Percent,Aktobe,,,16-24,2.7,KAZ,,
2018,Percent,Aktobe,,,25-28,1.5,KAZ,,
2018,Percent,Aktobe,,,29-34,1.4,KAZ,,
2018,Percent,Aktobe,,,35-44,1.7,KAZ,,
2018,Percent,Aktobe,,,45-54,1.1,KAZ,,
2018,Percent,Aktobe,,,55-64,1.6,KAZ,,
2018,Percent,Aktobe,,,65 and older,0.8,KAZ,,
2018,Percent,Almaty,,,16-24,0.8,KAZ,,
2018,Percent,Almaty,,,25-28,1.8,KAZ,,
2018,Percent,Almaty,,,29-34,2.2,KAZ,,
2018,Percent,Almaty,,,35-44,3.1,KAZ,,
2018,Percent,Almaty,,,45-54,3.8,KAZ,,
2018,Percent,Almaty,,,55-64,14.4,KAZ,,
2018,Percent,Almaty,,,65 and older,14.9,KAZ,,
2018,Percent,Atyrau,,,16-24,0.5,KAZ,,
2018,Percent,Atyrau,,,25-28,0.1,KAZ,,
2018,Percent,Atyrau,,,29-34,0.5,KAZ,,
2018,Percent,Atyrau,,,35-44,0.4,KAZ,,
2018,Percent,Atyrau,,,45-54,0.5,KAZ,,
2018,Percent,Atyrau,,,55-64,0.4,KAZ,,
2018,Percent,Batys Kazakhstan,,,16-24,5.2,KAZ,,
2018,Percent,Batys Kazakhstan,,,25-28,4.1,KAZ,,
2018,Percent,Batys Kazakhstan,,,29-34,2.5,KAZ,,
2018,Percent,Batys Kazakhstan,,,35-44,2.8,KAZ,,
2018,Percent,Batys Kazakhstan,,,45-54,2.9,KAZ,,
2018,Percent,Batys Kazakhstan,,,55-64,4.7,KAZ,,
2018,Percent,Zhambyl,,,16-24,2.2,KAZ,,
2018,Percent,Zhambyl,,,25-28,1.8,KAZ,,
2018,Percent,Zhambyl,,,29-34,2.4,KAZ,,
2018,Percent,Zhambyl,,,35-44,1.8,KAZ,,
2018,Percent,Zhambyl,,,45-54,1.9,KAZ,,
2018,Percent,Zhambyl,,,55-64,1.0,KAZ,,
2018,Percent,Karagandy,,,16-24,1.1,KAZ,,
2018,Percent,Karagandy,,,25-28,0.7,KAZ,,
2018,Percent,Karagandy,,,29-34,1.4,KAZ,,
2018,Percent,Karagandy,,,35-44,3.0,KAZ,,
2018,Percent,Karagandy,,,45-54,1.3,KAZ,,
2018,Percent,Karagandy,,,55-64,1.0,KAZ,,
2018,Percent,Karagandy,,,65 and older,1.7,KAZ,,
2018,Percent,Kostanay,,,Y15,45.7,KAZ,,
2018,Percent,Kostanay,,,16-24,4.6,KAZ,,
2018,Percent,Kostanay,,,25-28,4.7,KAZ,,
2018,Percent,Kostanay,,,29-34,3.6,KAZ,,
2018,Percent,Kostanay,,,35-44,4.0,KAZ,,
2018,Percent,Kostanay,,,45-54,4.5,KAZ,,
2018,Percent,Kostanay,,,55-64,5.9,KAZ,,
2018,Percent,Kostanay,,,65 and older,11.7,KAZ,,
2018,Percent,Kyzylorda,,,16-24,4.9,KAZ,,
2018,Percent,Kyzylorda,,,25-28,3.9,KAZ,,
2018,Percent,Kyzylorda,,,29-34,3.7,KAZ,,
2018,Percent,Kyzylorda,,,35-44,3.7,KAZ,,
2018,Percent,Kyzylorda,,,45-54,3.2,KAZ,,
2018,Percent,Kyzylorda,,,55-64,2.9,KAZ,,
2018,Percent,Kyzylorda,,,65 and older,42.9,KAZ,,
2018,Percent,Mangistau,,,16-24,2.7,KAZ,,
2018,Percent,Mangistau,,,25-28,1.5,KAZ,,
2018,Percent,Mangistau,,,29-34,1.8,KAZ,,
2018,Percent,Mangistau,,,35-44,2.0,KAZ,,
2018,Percent,Mangistau,,,45-54,1.2,KAZ,,
2018,Percent,Mangistau,,,55-64,1.0,KAZ,,
2018,Percent,Pavlodar,,,16-24,2.7,KAZ,,
2018,Percent,Pavlodar,,,25-28,1.3,KAZ,,
2018,Percent,Pavlodar,,,29-34,1.2,KAZ,,
2018,Percent,Pavlodar,,,35-44,1.2,KAZ,,
2018,Percent,Pavlodar,,,45-54,1.5,KAZ,,
2018,Percent,Pavlodar,,,55-64,2.7,KAZ,,
2018,Percent,Soltustik Kazakhstan,,,16-24,0.8,KAZ,,
2018,Percent,Soltustik Kazakhstan,,,25-28,0.5,KAZ,,
2018,Percent,Soltustik Kazakhstan,,,29-34,1.1,KAZ,,
2018,Percent,Soltustik Kazakhstan,,,35-44,0.8,KAZ,,
2018,Percent,Soltustik Kazakhstan,,,45-54,0.5,KAZ,,
2018,Percent,Soltustik Kazakhstan,,,55-64,0.6,KAZ,,
2018,Percent,Turkistan,,,16-24,2.8,KAZ,,
2018,Percent,Turkistan,,,25-28,3.2,KAZ,,
2018,Percent,Turkistan,,,29-34,3.9,KAZ,,
2018,Percent,Turkistan,,,35-44,2.5,KAZ,,
2018,Percent,Turkistan,,,45-54,2.6,KAZ,,
2018,Percent,Turkistan,,,55-64,1.1,KAZ,,
2018,Percent,Shygys Kazakhstan,,,16-24,5.2,KAZ,,
2018,Percent,Shygys Kazakhstan,,,25-28,3.3,KAZ,,
2018,Percent,Shygys Kazakhstan,,,29-34,2.4,KAZ,,
2018,Percent,Shygys Kazakhstan,,,35-44,2.3,KAZ,,
2018,Percent,Shygys Kazakhstan,,,45-54,3.0,KAZ,,
2018,Percent,Shygys Kazakhstan,,,55-64,4.8,KAZ,,
2018,Percent,Shygys Kazakhstan,,,65 and older,15.3,KAZ,,
2018,Percent,Nur-Sultan city,,,29-34,0.1,KAZ,,
2018,Percent,Nur-Sultan city,,,45-54,0.2,KAZ,,
2018,Percent,Almaty city,,,16-24,0.4,KAZ,,
2018,Percent,Almaty city,,,25-28,0.8,KAZ,,
2018,Percent,Almaty city,,,29-34,0.6,KAZ,,
2018,Percent,Almaty city,,,35-44,0.3,KAZ,,
2018,Percent,Almaty city,,,45-54,0.3,KAZ,,
2018,Percent,Almaty city,,,55-64,0.9,KAZ,,
2018,Percent,Almaty city,,,65 and older,1.3,KAZ,,
2018,Percent,Shymkent city,,,16-24,1.5,KAZ,,
2018,Percent,Shymkent city,,,25-28,1.2,KAZ,,
2018,Percent,Shymkent city,,,29-34,0.3,KAZ,,
2018,Percent,Shymkent city,,,35-44,0.9,KAZ,,
2018,Percent,Shymkent city,,,45-54,0.6,KAZ,,
2019,Percent,,,,,2.1,KAZ,,
2019,Percent,Akmola,,,,3.8,KAZ,,
2019,Percent,Aktobe,,,,1.6,KAZ,,
2019,Percent,Almaty,,,,3.8,KAZ,,
2019,Percent,Atyrau,,,,0.4,KAZ,,
2019,Percent,Batys Kazakhstan,,,,3.4,KAZ,,
2019,Percent,Zhambyl,,,,1.4,KAZ,,
2019,Percent,Karagandy,,,,1.8,KAZ,,
2019,Percent,Kostanay,,,,4.2,KAZ,,
2019,Percent,Kyzylorda,,,,3.8,KAZ,,
2019,Percent,Mangistau,,,,1.3,KAZ,,
2019,Percent,Pavlodar,,,,1.5,KAZ,,
2019,Percent,Soltustik Kazakhstan,,,,0.7,KAZ,,
2019,Percent,Turkistan,,,,2.7,KAZ,,
2019,Percent,Shygys Kazakhstan,,,,3.3,KAZ,,
2019,Percent,Nur-Sultan city,,,,0.1,KAZ,,
2019,Percent,Almaty city,,,,0.5,KAZ,,
2019,Percent,Shymkent city,,,,0.7,KAZ,,
2019,Percent,,Male,,,2.3,KAZ,,
2019,Percent,Akmola,Male,,,3.3,KAZ,,
2019,Percent,Aktobe,Male,,,1.5,KAZ,,
2019,Percent,Almaty,Male,,,4.0,KAZ,,
2019,Percent,Atyrau,Male,,,0.3,KAZ,,
2019,Percent,Batys Kazakhstan,Male,,,3.0,KAZ,,
2019,Percent,Zhambyl,Male,,,1.2,KAZ,,
2019,Percent,Karagandy,Male,,,2.0,KAZ,,
2019,Percent,Kostanay,Male,,,4.5,KAZ,,
2019,Percent,Kyzylorda,Male,,,4.5,KAZ,,
2019,Percent,Mangistau,Male,,,1.3,KAZ,,
2019,Percent,Pavlodar,Male,,,1.5,KAZ,,
2019,Percent,Soltustik Kazakhstan,Male,,,0.8,KAZ,,
2019,Percent,Turkistan,Male,,,3.5,KAZ,,
2019,Percent,Shygys Kazakhstan,Male,,,3.3,KAZ,,
2019,Percent,Nur-Sultan city,Male,,,0.2,KAZ,,
2019,Percent,Almaty city,Male,,,0.5,KAZ,,
2019,Percent,Shymkent city,Male,,,0.8,KAZ,,
2019,Percent,,Female,,,2.0,KAZ,,
2019,Percent,Akmola,Female,,,4.4,KAZ,,
2019,Percent,Aktobe,Female,,,1.6,KAZ,,
2019,Percent,Almaty,Female,,,3.5,KAZ,,
2019,Percent,Atyrau,Female,,,0.4,KAZ,,
2019,Percent,Batys Kazakhstan,Female,,,3.8,KAZ,,
2019,Percent,Zhambyl,Female,,,1.7,KAZ,,
2019,Percent,Karagandy,Female,,,1.6,KAZ,,
2019,Percent,Kostanay,Female,,,3.8,KAZ,,
2019,Percent,Kyzylorda,Female,,,3.0,KAZ,,
2019,Percent,Mangistau,Female,,,1.3,KAZ,,
2019,Percent,Pavlodar,Female,,,1.5,KAZ,,
2019,Percent,Soltustik Kazakhstan,Female,,,0.6,KAZ,,
2019,Percent,Turkistan,Female,,,1.7,KAZ,,
2019,Percent,Shygys Kazakhstan,Female,,,3.4,KAZ,,
2019,Percent,Nur-Sultan city,Female,,,0.0,KAZ,,
2019,Percent,Almaty city,Female,,,0.5,KAZ,,
2019,Percent,Shymkent city,Female,,,0.7,KAZ,,
2019,Percent,,,urban,,1.1,KAZ,,
2019,Percent,Akmola,,urban,,2.0,KAZ,,
2019,Percent,Aktobe,,urban,,0.8,KAZ,,
2019,Percent,Almaty,,urban,,3.0,KAZ,,
2019,Percent,Atyrau,,urban,,0.4,KAZ,,
2019,Percent,Batys Kazakhstan,,urban,,1.4,KAZ,,
2019,Percent,Zhambyl,,urban,,2.8,KAZ,,
2019,Percent,Karagandy,,urban,,1.9,KAZ,,
2019,Percent,Kostanay,,urban,,2.7,KAZ,,
2019,Percent,Kyzylorda,,urban,,1.2,KAZ,,
2019,Percent,Mangistau,,urban,,0.5,KAZ,,
2019,Percent,Pavlodar,,urban,,0.2,KAZ,,
2019,Percent,Soltustik Kazakhstan,,urban,,0.8,KAZ,,
2019,Percent,Turkistan,,urban,,3.8,KAZ,,
2019,Percent,Shygys Kazakhstan,,urban,,0.6,KAZ,,
2019,Percent,Nur-Sultan city,,urban,,0.1,KAZ,,
2019,Percent,Almaty city,,urban,,0.5,KAZ,,
2019,Percent,Shymkent city,,urban,,0.7,KAZ,,
2019,Percent,,,rural,,3.6,KAZ,,
2019,Percent,Akmola,,rural,,5.5,KAZ,,
2019,Percent,Aktobe,,rural,,3.5,KAZ,,
2019,Percent,Almaty,,rural,,4.0,KAZ,,
2019,Percent,Atyrau,,rural,,0.4,KAZ,,
2019,Percent,Batys Kazakhstan,,rural,,5.3,KAZ,,
2019,Percent,Zhambyl,,rural,,0.5,KAZ,,
2019,Percent,Karagandy,,rural,,1.6,KAZ,,
2019,Percent,Kostanay,,rural,,5.8,KAZ,,
2019,Percent,Kyzylorda,,rural,,5.8,KAZ,,
2019,Percent,Mangistau,,rural,,1.9,KAZ,,
2019,Percent,Pavlodar,,rural,,4.3,KAZ,,
2019,Percent,Soltustik Kazakhstan,,rural,,0.6,KAZ,,
2019,Percent,Turkistan,,rural,,2.5,KAZ,,
2019,Percent,Shygys Kazakhstan,,rural,,7.7,KAZ,,
2019,Percent,,,,Y15,35.6,KAZ,,
2019,Percent,,,,16-24,2.6,KAZ,,
2019,Percent,,,,25-28,1.6,KAZ,,
2019,Percent,,,,29-34,1.6,KAZ,,
2019,Percent,,,,35-44,1.9,KAZ,,
2019,Percent,,,,45-54,2.3,KAZ,,
2019,Percent,,,,55-64,3.2,KAZ,,
2019,Percent,,,,65 and older,8.4,KAZ,,
2019,Percent,Akmola,,,16-24,4.8,KAZ,,
2019,Percent,Akmola,,,25-28,3.4,KAZ,,
2019,Percent,Akmola,,,29-34,3.1,KAZ,,
2019,Percent,Akmola,,,35-44,3.1,KAZ,,
2019,Percent,Akmola,,,45-54,3.1,KAZ,,
2019,Percent,Akmola,,,55-64,4.8,KAZ,,
2019,Percent,Akmola,,,65 and older,11.5,KAZ,,
2019,Percent,Aktobe,,,16-24,1.2,KAZ,,
2019,Percent,Aktobe,,,25-28,1.2,KAZ,,
2019,Percent,Aktobe,,,29-34,0.9,KAZ,,
2019,Percent,Aktobe,,,35-44,1.7,KAZ,,
2019,Percent,Aktobe,,,45-54,2.6,KAZ,,
2019,Percent,Aktobe,,,55-64,2.1,KAZ,,
2019,Percent,Aktobe,,,65 and older,1.4,KAZ,,
2019,Percent,Almaty,,,16-24,5.1,KAZ,,
2019,Percent,Almaty,,,25-28,1.9,KAZ,,
2019,Percent,Almaty,,,29-34,1.9,KAZ,,
2019,Percent,Almaty,,,35-44,3.0,KAZ,,
2019,Percent,Almaty,,,45-54,4.5,KAZ,,
2019,Percent,Almaty,,,55-64,8.3,KAZ,,
2019,Percent,Almaty,,,65 and older,8.3,KAZ,,
2019,Percent,Atyrau,,,16-24,0.9,KAZ,,
2019,Percent,Atyrau,,,25-28,0.2,KAZ,,
2019,Percent,Atyrau,,,29-34,0.2,KAZ,,
2019,Percent,Atyrau,,,35-44,0.1,KAZ,,
2019,Percent,Atyrau,,,45-54,0.6,KAZ,,
2019,Percent,Atyrau,,,55-64,0.7,KAZ,,
2019,Percent,Batys Kazakhstan,,,16-24,3.7,KAZ,,
2019,Percent,Batys Kazakhstan,,,25-28,3.1,KAZ,,
2019,Percent,Batys Kazakhstan,,,29-34,2.8,KAZ,,
2019,Percent,Batys Kazakhstan,,,35-44,2.6,KAZ,,
2019,Percent,Batys Kazakhstan,,,45-54,3.2,KAZ,,
2019,Percent,Batys Kazakhstan,,,55-64,5.5,KAZ,,
2019,Percent,Zhambyl,,,16-24,2.3,KAZ,,
2019,Percent,Zhambyl,,,25-28,1.7,KAZ,,
2019,Percent,Zhambyl,,,29-34,0.3,KAZ,,
2019,Percent,Zhambyl,,,35-44,0.6,KAZ,,
2019,Percent,Zhambyl,,,45-54,0.9,KAZ,,
2019,Percent,Zhambyl,,,55-64,2.6,KAZ,,
2019,Percent,Zhambyl,,,65 and older,26.4,KAZ,,
2019,Percent,Karagandy,,,16-24,1.8,KAZ,,
2019,Percent,Karagandy,,,25-28,0.8,KAZ,,
2019,Percent,Karagandy,,,29-34,1.6,KAZ,,
2019,Percent,Karagandy,,,35-44,2.4,KAZ,,
2019,Percent,Karagandy,,,45-54,1.5,KAZ,,
2019,Percent,Karagandy,,,55-64,1.9,KAZ,,
2019,Percent,Karagandy,,,65 and older,7.3,KAZ,,
2019,Percent,Kostanay,,,Y15,40.3,KAZ,,
2019,Percent,Kostanay,,,16-24,4.3,KAZ,,
2019,Percent,Kostanay,,,25-28,3.1,KAZ,,
2019,Percent,Kostanay,,,29-34,3.8,KAZ,,
2019,Percent,Kostanay,,,35-44,3.8,KAZ,,
2019,Percent,Kostanay,,,45-54,4.3,KAZ,,
2019,Percent,Kostanay,,,55-64,5.0,KAZ,,
2019,Percent,Kostanay,,,65 and older,8.1,KAZ,,
2019,Percent,Kyzylorda,,,16-24,5.0,KAZ,,
2019,Percent,Kyzylorda,,,25-28,3.4,KAZ,,
2019,Percent,Kyzylorda,,,29-34,3.8,KAZ,,
2019,Percent,Kyzylorda,,,35-44,4.0,KAZ,,
2019,Percent,Kyzylorda,,,45-54,3.5,KAZ,,
2019,Percent,Kyzylorda,,,55-64,2.2,KAZ,,
2019,Percent,Mangistau,,,16-24,1.2,KAZ,,
2019,Percent,Mangistau,,,25-28,1.4,KAZ,,
2019,Percent,Mangistau,,,29-34,0.7,KAZ,,
2019,Percent,Mangistau,,,35-44,1.5,KAZ,,
2019,Percent,Mangistau,,,45-54,1.5,KAZ,,
