Year,UNIT_MEASURE,SERIES,Value,M49_country_code,Reference area,Sex,GeoCode,unique_id,col_caption_name,col_caption_name1_empty,year,value
2017.0,,Fatal occupational injuries among employees (rate),43.402778,KGZ,Naryn,Male,KG04,,,,,
2019.0,,Fatal occupational injuries among employees (rate),17.711654,KGZ,Naryn,Male,KG04,,,,,
2021.0,,Fatal occupational injuries among employees (rate),8.744316,KGZ,Naryn,Male,KG04,,,,,
2007.0,,Fatal occupational injuries among employees (rate),0.0,KGZ,Osh,,KG06,,,,,
2008.0,,Fatal occupational injuries among employees (rate),2.148043,KGZ,Osh,,KG06,,,,,
2009.0,,Fatal occupational injuries among employees (rate),4.345181,KGZ,Osh,,KG06,,,,,
2011.0,,Fatal occupational injuries among employees (rate),7.250755,KGZ,Osh,,KG06,,,,,
2013.0,,Fatal occupational injuries among employees (rate),2.649638,KGZ,Osh,,KG06,,,,,
2015.0,,Fatal occupational injuries among employees (rate),2.590741,KGZ,Osh,,KG06,,,,,
2017.0,,Fatal occupational injuries among employees (rate),6.776751,KGZ,Osh,,KG06,,,,,
2021.0,,Fatal occupational injuries among employees (rate),4.050551,KGZ,Osh,,KG06,,,,,
2007.0,,Fatal occupational injuries among employees (rate),0.0,KGZ,Osh,Male,KG06,,,,,
2008.0,,Fatal occupational injuries among employees (rate),4.880906,KGZ,Osh,Male,KG06,,,,,
2009.0,,Fatal occupational injuries among employees (rate),11.227125,KGZ,Osh,Male,KG06,,,,,
2011.0,,Fatal occupational injuries among employees (rate),17.884822,KGZ,Osh,Male,KG06,,,,,
2013.0,,Fatal occupational injuries among employees (rate),6.378365,KGZ,Osh,Male,KG06,,,,,
2015.0,,Fatal occupational injuries among employees (rate),6.510417,KGZ,Osh,Male,KG06,,,,,
2017.0,,Fatal occupational injuries among employees (rate),16.669445,KGZ,Osh,Male,KG06,,,,,
2021.0,,Fatal occupational injuries among employees (rate),9.977551,KGZ,Osh,Male,KG06,,,,,
2007.0,,Fatal occupational injuries among employees (rate),5.755727,KGZ,Talas,,KG07,,,,,
2008.0,,Fatal occupational injuries among employees (rate),5.701579,KGZ,Talas,,KG07,,,,,
2009.0,,Fatal occupational injuries among employees (rate),5.350455,KGZ,Talas,,KG07,,,,,
2010.0,,Fatal occupational injuries among employees (rate),5.483659,KGZ,Talas,,KG07,,,,,
2011.0,,Fatal occupational injuries among employees (rate),10.582571,KGZ,Talas,,KG07,,,,,
2012.0,,Fatal occupational injuries among employees (rate),5.259006,KGZ,Talas,,KG07,,,,,
2013.0,,Fatal occupational injuries among employees (rate),30.616931,KGZ,Talas,,KG07,,,,,
2014.0,,Fatal occupational injuries among employees (rate),10.404745,KGZ,Talas,,KG07,,,,,
2015.0,,Fatal occupational injuries among employees (rate),10.041169,KGZ,Talas,,KG07,,,,,
2017.0,,Fatal occupational injuries among employees (rate),5.102301,KGZ,Talas,,KG07,,,,,
2018.0,,Fatal occupational injuries among employees (rate),4.923198,KGZ,Talas,,KG07,,,,,
2019.0,,Fatal occupational injuries among employees (rate),4.641233,KGZ,Talas,,KG07,,,,,
2021.0,,Fatal occupational injuries among employees (rate),9.290227,KGZ,Talas,,KG07,,,,,
2021.0,,Fatal occupational injuries among employees (rate),9.002521,KGZ,Talas,Female,KG07,,,,,
2007.0,,Fatal occupational injuries among employees (rate),13.294337,KGZ,Talas,Male,KG07,,,,,
2008.0,,Fatal occupational injuries among employees (rate),13.486177,KGZ,Talas,Male,KG07,,,,,
2009.0,,Fatal occupational injuries among employees (rate),12.292563,KGZ,Talas,Male,KG07,,,,,
2010.0,,Fatal occupational injuries among employees (rate),11.875074,KGZ,Talas,Male,KG07,,,,,
2011.0,,Fatal occupational injuries among employees (rate),23.419204,KGZ,Talas,Male,KG07,,,,,
2012.0,,Fatal occupational injuries among employees (rate),11.546011,KGZ,Talas,Male,KG07,,,,,
2013.0,,Fatal occupational injuries among employees (rate),66.55574,KGZ,Talas,Male,KG07,,,,,
2014.0,,Fatal occupational injuries among employees (rate),22.606533,KGZ,Talas,Male,KG07,,,,,
2015.0,,Fatal occupational injuries among employees (rate),21.746222,KGZ,Talas,Male,KG07,,,,,
2017.0,,Fatal occupational injuries among employees (rate),11.318619,KGZ,Talas,Male,KG07,,,,,
2018.0,,Fatal occupational injuries among employees (rate),10.5241,KGZ,Talas,Male,KG07,,,,,
2019.0,,Fatal occupational injuries among employees (rate),10.310341,KGZ,Talas,Male,KG07,,,,,
2021.0,,Fatal occupational injuries among employees (rate),9.596929,KGZ,Talas,Male,KG07,,,,,
2007.0,,Fatal occupational injuries among employees (rate),6.682348,KGZ,Chui,,KG08,,,,,
2008.0,,Fatal occupational injuries among employees (rate),9.966399,KGZ,Chui,,KG08,,,,,
2010.0,,Fatal occupational injuries among employees (rate),4.774409,KGZ,Chui,,KG08,,,,,
2011.0,,Fatal occupational injuries among employees (rate),3.330447,KGZ,Chui,,KG08,,,,,
2012.0,,Fatal occupational injuries among employees (rate),6.30517,KGZ,Chui,,KG08,,,,,
2014.0,,Fatal occupational injuries among employees (rate),4.936728,KGZ,Chui,,KG08,,,,,
2015.0,,Fatal occupational injuries among employees (rate),3.206927,KGZ,Chui,,KG08,,,,,
2016.0,,Fatal occupational injuries among employees (rate),3.181016,KGZ,Chui,,KG08,,,,,
2017.0,,Fatal occupational injuries among employees (rate),3.310107,KGZ,Chui,,KG08,,,,,
2019.0,,Fatal occupational injuries among employees (rate),1.539219,KGZ,Chui,,KG08,,,,,
2020.0,,Fatal occupational injuries among employees (rate),3.025764,KGZ,Chui,,KG08,,,,,
2021.0,,Fatal occupational injuries among employees (rate),1.581253,KGZ,Chui,,KG08,,,,,
2007.0,,Fatal occupational injuries among employees (rate),2.70966,KGZ,Chui,Female,KG08,,,,,
2011.0,,Fatal occupational injuries among employees (rate),3.153977,KGZ,Chui,Female,KG08,,,,,
2014.0,,Fatal occupational injuries among employees (rate),9.577932,KGZ,Chui,Female,KG08,,,,,
2015.0,,Fatal occupational injuries among employees (rate),6.113964,KGZ,Chui,Female,KG08,,,,,
2020.0,,Fatal occupational injuries among employees (rate),3.017046,KGZ,Chui,Female,KG08,,,,,
2021.0,,Fatal occupational injuries among employees (rate),0.0,KGZ,Chui,Female,KG08,,,,,
2007.0,,Fatal occupational injuries among employees (rate),10.548801,KGZ,Chui,Male,KG08,,,,,
2008.0,,Fatal occupational injuries among employees (rate),19.312476,KGZ,Chui,Male,KG08,,,,,
2010.0,,Fatal occupational injuries among employees (rate),9.819967,KGZ,Chui,Male,KG08,,,,,
2011.0,,Fatal occupational injuries among employees (rate),3.527835,KGZ,Chui,Male,KG08,,,,,
2012.0,,Fatal occupational injuries among employees (rate),13.373901,KGZ,Chui,Male,KG08,,,,,
2016.0,,Fatal occupational injuries among employees (rate),6.325911,KGZ,Chui,Male,KG08,,,,,
2017.0,,Fatal occupational injuries among employees (rate),6.583712,KGZ,Chui,Male,KG08,,,,,
2019.0,,Fatal occupational injuries among employees (rate),3.081379,KGZ,Chui,Male,KG08,,,,,
2020.0,,Fatal occupational injuries among employees (rate),3.034533,KGZ,Chui,Male,KG08,,,,,
2021.0,,Fatal occupational injuries among employees (rate),3.140112,KGZ,Chui,Male,KG08,,,,,
2007.0,,Fatal occupational injuries among employees (rate),1.915843,KGZ,Bishkek (city),,KG11,,,,,
2008.0,,Fatal occupational injuries among employees (rate),3.29511,KGZ,Bishkek (city),,KG11,,,,,
2009.0,,Fatal occupational injuries among employees (rate),3.061062,KGZ,Bishkek (city),,KG11,,,,,
2010.0,,Fatal occupational injuries among employees (rate),7.233404,KGZ,Bishkek (city),,KG11,,,,,
2011.0,,Fatal occupational injuries among employees (rate),2.298164,KGZ,Bishkek (city),,KG11,,,,,
2012.0,,Fatal occupational injuries among employees (rate),2.218414,KGZ,Bishkek (city),,KG11,,,,,
2013.0,,Fatal occupational injuries among employees (rate),3.875561,KGZ,Bishkek (city),,KG11,,,,,
2014.0,,Fatal occupational injuries among employees (rate),1.662704,KGZ,Bishkek (city),,KG11,,,,,
2015.0,,Fatal occupational injuries among employees (rate),1.669542,KGZ,Bishkek (city),,KG11,,,,,
2016.0,,Fatal occupational injuries among employees (rate),3.29857,KGZ,Bishkek (city),,KG11,,,,,
2017.0,,Fatal occupational injuries among employees (rate),2.162723,KGZ,Bishkek (city),,KG11,,,,,
2018.0,,Fatal occupational injuries among employees (rate),2.126042,KGZ,Bishkek (city),,KG11,,,,,
2019.0,,Fatal occupational injuries among employees (rate),2.024005,KGZ,Bishkek (city),,KG11,,,,,
2020.0,,Fatal occupational injuries among employees (rate),1.065945,KGZ,Bishkek (city),,KG11,,,,,
2021.0,,Fatal occupational injuries among employees (rate),2.281672,KGZ,Bishkek (city),,KG11,,,,,
2013.0,,Fatal occupational injuries among employees (rate),1.07118,KGZ,Bishkek (city),Female,KG11,,,,,
2016.0,,Fatal occupational injuries among employees (rate),1.059558,KGZ,Bishkek (city),Female,KG11,,,,,
2018.0,,Fatal occupational injuries among employees (rate),1.017491,KGZ,Bishkek (city),Female,KG11,,,,,
2007.0,,Fatal occupational injuries among employees (rate),4.280822,KGZ,Bishkek (city),Male,KG11,,,,,
2008.0,,Fatal occupational injuries among employees (rate),6.68342,KGZ,Bishkek (city),Male,KG11,,,,,
2009.0,,Fatal occupational injuries among employees (rate),6.186434,KGZ,Bishkek (city),Male,KG11,,,,,
2010.0,,Fatal occupational injuries among employees (rate),14.513261,KGZ,Bishkek (city),Male,KG11,,,,,
2011.0,,Fatal occupational injuries among employees (rate),4.34967,KGZ,Bishkek (city),Male,KG11,,,,,
2012.0,,Fatal occupational injuries among employees (rate),4.50121,KGZ,Bishkek (city),Male,KG11,,,,,
2013.0,,Fatal occupational injuries among employees (rate),6.875688,KGZ,Bishkek (city),Male,KG11,,,,,
2014.0,,Fatal occupational injuries among employees (rate),3.41328,KGZ,Bishkek (city),Male,KG11,,,,,
2015.0,,Fatal occupational injuries among employees (rate),3.486669,KGZ,Bishkek (city),Male,KG11,,,,,
2016.0,,Fatal occupational injuries among employees (rate),5.71311,KGZ,Bishkek (city),Male,KG11,,,,,
2017.0,,Fatal occupational injuries among employees (rate),4.530781,KGZ,Bishkek (city),Male,KG11,,,,,
2018.0,,Fatal occupational injuries among employees (rate),3.338452,KGZ,Bishkek (city),Male,KG11,,,,,
2019.0,,Fatal occupational injuries among employees (rate),4.205612,KGZ,Bishkek (city),Male,KG11,,,,,
2020.0,,Fatal occupational injuries among employees (rate),2.141626,KGZ,Bishkek (city),Male,KG11,,,,,
2021.0,,Fatal occupational injuries among employees (rate),4.521,KGZ,Bishkek (city),Male,KG11,,,,,
2007.0,,Fatal occupational injuries among employees (rate),5.264266,KGZ,Osh (city),,KG21,,,,,
2008.0,,Fatal occupational injuries among employees (rate),7.598784,KGZ,Osh (city),,KG21,,,,,
2009.0,,Fatal occupational injuries among employees (rate),2.618418,KGZ,Osh (city),,KG21,,,,,
2010.0,,Fatal occupational injuries among employees (rate),7.900766,KGZ,Osh (city),,KG21,,,,,
2011.0,,Fatal occupational injuries among employees (rate),2.629849,KGZ,Osh (city),,KG21,,,,,
2012.0,,Fatal occupational injuries among employees (rate),2.666667,KGZ,Osh (city),,KG21,,,,,
2013.0,,Fatal occupational injuries among employees (rate),8.157938,KGZ,Osh (city),,KG21,,,,,
2014.0,,Fatal occupational injuries among employees (rate),5.178932,KGZ,Osh (city),,KG21,,,,,
2015.0,,Fatal occupational injuries among employees (rate),2.512879,KGZ,Osh (city),,KG21,,,,,
2016.0,,Fatal occupational injuries among employees (rate),2.492274,KGZ,Osh (city),,KG21,,,,,
2017.0,,Fatal occupational injuries among employees (rate),7.657554,KGZ,Osh (city),,KG21,,,,,
2018.0,,Fatal occupational injuries among employees (rate),2.617458,KGZ,Osh (city),,KG21,,,,,
2021.0,,Fatal occupational injuries among employees (rate),5.082076,KGZ,Osh (city),,KG21,,,,,
2007.0,,Fatal occupational injuries among employees (rate),10.292301,KGZ,Osh (city),Male,KG21,,,,,
2008.0,,Fatal occupational injuries among employees (rate),15.067048,KGZ,Osh (city),Male,KG21,,,,,
2009.0,,Fatal occupational injuries among employees (rate),5.023106,KGZ,Osh (city),Male,KG21,,,,,
2010.0,,Fatal occupational injuries among employees (rate),15.020277,KGZ,Osh (city),Male,KG21,,,,,
2011.0,,Fatal occupational injuries among employees (rate),5.037022,KGZ,Osh (city),Male,KG21,,,,,
2012.0,,Fatal occupational injuries among employees (rate),5.200208,KGZ,Osh (city),Male,KG21,,,,,
2013.0,,Fatal occupational injuries among employees (rate),16.2584,KGZ,Osh (city),Male,KG21,,,,,
2014.0,,Fatal occupational injuries among employees (rate),10.437869,KGZ,Osh (city),Male,KG21,,,,,
2015.0,,Fatal occupational injuries among employees (rate),4.948046,KGZ,Osh (city),Male,KG21,,,,,
2016.0,,Fatal occupational injuries among employees (rate),5.088023,KGZ,Osh (city),Male,KG21,,,,,
2017.0,,Fatal occupational injuries among employees (rate),16.135105,KGZ,Osh (city),Male,KG21,,,,,
2018.0,,Fatal occupational injuries among employees (rate),5.567309,KGZ,Osh (city),Male,KG21,,,,,
2021.0,,Fatal occupational injuries among employees (rate),10.6,KGZ,Osh (city),Male,KG21,,,,,
,,,,UZB,,,,12_101_,Total,True,2000.0,0.1
,,,,UZB,,,,12_101_,Total,True,2001.0,0.3
,,,,UZB,,,,12_101_,Total,True,2002.0,0.3
,,,,UZB,,,,12_101_,Total,True,2003.0,0.2
,,,,UZB,,,,12_101_,Total,True,2004.0,0.2
,,,,UZB,,,,12_101_,Total,True,2005.0,0.2
,,,,UZB,,,,12_101_,Total,True,2006.0,0.2
,,,,UZB,,,,12_101_,Total,True,2007.0,0.7
,,,,UZB,,,,12_101_,Total,True,2008.0,0.8
,,,,UZB,,,,12_101_,Total,True,2009.0,0.6
,,,,UZB,,,,12_101_,Total,True,2010.0,0.9
,,,,UZB,,,,12_101_,Total,True,2011.0,0.5
,,,,UZB,,,,12_101_,Total,True,2012.0,0.5
,,,,UZB,,,,12_101_,Total,True,2013.0,0.5
,,,,UZB,,,,12_101_,Total,True,2014.0,0.6
,,,,UZB,,,,12_101_,Total,True,2015.0,0.5
,,,,UZB,,,,12_101_,Total,True,2016.0,0.5
,,,,UZB,,,,12_101_,Total,True,2017.0,0.4
,,,,UZB,,,,12_101_,Total,True,2018.0,0.4
,,,,UZB,,,,12_101_,Total,True,2019.0,0.5
,,,,UZB,,,,12_101_,Total,True,2020.0,0.4
,,,,UZB,,,,12_101_,Total,True,2021.0,0.2
,,,,UZB,,,,12_135_,Men,True,2000.0,0.1
,,,,UZB,,,,12_135_,Men,True,2001.0,0.4
,,,,UZB,,,,12_135_,Men,True,2002.0,0.5
,,,,UZB,,,,12_135_,Men,True,2003.0,0.3
,,,,UZB,,,,12_135_,Men,True,2004.0,0.4
,,,,UZB,,,,12_135_,Men,True,2005.0,0.4
,,,,UZB,,,,12_135_,Men,True,2006.0,0.3
,,,,UZB,,,,12_135_,Men,True,2007.0,0.8
,,,,UZB,,,,12_135_,Men,True,2008.0,0.9
,,,,UZB,,,,12_135_,Men,True,2009.0,0.8
,,,,UZB,,,,12_135_,Men,True,2010.0,1.0
,,,,UZB,,,,12_135_,Men,True,2011.0,0.6
,,,,UZB,,,,12_135_,Men,True,2012.0,0.6
,,,,UZB,,,,12_135_,Men,True,2013.0,0.6
,,,,UZB,,,,12_135_,Men,True,2014.0,0.7
,,,,UZB,,,,12_135_,Men,True,2015.0,0.6
,,,,UZB,,,,12_135_,Men,True,2016.0,0.5
,,,,UZB,,,,12_135_,Men,True,2017.0,0.5
,,,,UZB,,,,12_135_,Men,True,2018.0,0.5
,,,,UZB,,,,12_135_,Men,True,2019.0,0.6
,,,,UZB,,,,12_135_,Men,True,2020.0,0.5
,,,,UZB,,,,12_135_,Men,True,2021.0,0.2
,,,,UZB,,,,12_136_,Women,True,2000.0,0.0
,,,,UZB,,,,12_136_,Women,True,2001.0,0.1
,,,,UZB,,,,12_136_,Women,True,2002.0,0.0
,,,,UZB,,,,12_136_,Women,True,2003.0,0.1
,,,,UZB,,,,12_136_,Women,True,2004.0,0.1
,,,,UZB,,,,12_136_,Women,True,2005.0,0.1
,,,,UZB,,,,12_136_,Women,True,2006.0,0.1
,,,,UZB,,,,12_136_,Women,True,2007.0,0.4
,,,,UZB,,,,12_136_,Women,True,2008.0,0.3
,,,,UZB,,,,12_136_,Women,True,2009.0,0.2
,,,,UZB,,,,12_136_,Women,True,2010.0,0.6
,,,,UZB,,,,12_136_,Women,True,2011.0,0.2
,,,,UZB,,,,12_136_,Women,True,2012.0,0.2
,,,,UZB,,,,12_136_,Women,True,2013.0,0.2
,,,,UZB,,,,12_136_,Women,True,2014.0,0.2
,,,,UZB,,,,12_136_,Women,True,2015.0,0.2
,,,,UZB,,,,12_136_,Women,True,2016.0,0.2
,,,,UZB,,,,12_136_,Women,True,2017.0,0.2
,,,,UZB,,,,12_136_,Women,True,2018.0,0.1
,,,,UZB,,,,12_136_,Women,True,2019.0,0.1
,,,,UZB,,,,12_136_,Women,True,2020.0,0.2
,,,,UZB,,,,12_136_,Women,True,2021.0,0.1
