Year,UNIT_MEASURE,Regions,Value,M49_country_code,unique_id,col_caption_name,year,value
,,,,UZB,02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2011.0,226.4
,,,,UZB,02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2012.0,212.2
,,,,UZB,02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2013.0,211.0
,,,,UZB,02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2014.0,210.6
,,,,UZB,02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2015.0,217.2
,,,,UZB,02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2016.0,226.7
,,,,UZB,02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2017.0,233.3
,,,,UZB,02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2018.0,243.3
,,,,UZB,02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2019.0,229.4
,,,,UZB,02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2020.0,208.1
,,,,UZB,02_132_1002,Melons and watermelons – total: in dekhkan (personal) farms,2021.0,216.5
,,,,UZB,02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2000.0,98.3
,,,,UZB,02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2001.0,99.4
,,,,UZB,02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2002.0,79.6
,,,,UZB,02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2003.0,106.1
,,,,UZB,02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2004.0,100.6
,,,,UZB,02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2005.0,104.9
,,,,UZB,02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2006.0,132.5
,,,,UZB,02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2007.0,162.7
,,,,UZB,02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2008.0,144.9
,,,,UZB,02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2009.0,171.7
,,,,UZB,02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2010.0,132.0
,,,,UZB,02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2011.0,147.5
,,,,UZB,02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2012.0,165.5
,,,,UZB,02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2013.0,182.4
,,,,UZB,02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2014.0,171.7
,,,,UZB,02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2015.0,155.2
,,,,UZB,02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2016.0,145.9
,,,,UZB,02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2017.0,67.9
,,,,UZB,02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2018.0,67.5
,,,,UZB,02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2019.0,82.8
,,,,UZB,02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2020.0,102.6
,,,,UZB,02_132_1003,Melons and watermelons – total: in organizations engaged in agricultural activities,2021.0,169.5
,,,,UZB,02_133_1000,Fruits and berries: Total,2000.0,56.9
,,,,UZB,02_133_1000,Fruits and berries: Total,2001.0,56.0
,,,,UZB,02_133_1000,Fruits and berries: Total,2002.0,57.8
,,,,UZB,02_133_1000,Fruits and berries: Total,2003.0,52.5
,,,,UZB,02_133_1000,Fruits and berries: Total,2004.0,58.2
,,,,UZB,02_133_1000,Fruits and berries: Total,2005.0,62.3
,,,,UZB,02_133_1000,Fruits and berries: Total,2006.0,73.8
,,,,UZB,02_133_1000,Fruits and berries: Total,2007.0,76.6
,,,,UZB,02_133_1000,Fruits and berries: Total,2008.0,82.5
,,,,UZB,02_133_1000,Fruits and berries: Total,2009.0,87.2
,,,,UZB,02_133_1000,Fruits and berries: Total,2010.0,92.6
,,,,UZB,02_133_1000,Fruits and berries: Total,2011.0,97.3
,,,,UZB,02_133_1000,Fruits and berries: Total,2012.0,104.7
,,,,UZB,02_133_1000,Fruits and berries: Total,2013.0,112.3
,,,,UZB,02_133_1000,Fruits and berries: Total,2014.0,116.0
,,,,UZB,02_133_1000,Fruits and berries: Total,2015.0,128.1
,,,,UZB,02_133_1000,Fruits and berries: Total,2016.0,134.5
,,,,UZB,02_133_1000,Fruits and berries: Total,2017.0,118.3
,,,,UZB,02_133_1000,Fruits and berries: Total,2018.0,121.6
,,,,UZB,02_133_1000,Fruits and berries: Total,2019.0,118.5
,,,,UZB,02_133_1000,Fruits and berries: Total,2020.0,116.7
,,,,UZB,02_133_1000,Fruits and berries: Total,2021.0,122.1
,,,,UZB,02_133_1001,Fruits and berries: in farms,2000.0,36.9
,,,,UZB,02_133_1001,Fruits and berries: in farms,2001.0,38.4
,,,,UZB,02_133_1001,Fruits and berries: in farms,2002.0,42.3
,,,,UZB,02_133_1001,Fruits and berries: in farms,2003.0,34.3
,,,,UZB,02_133_1001,Fruits and berries: in farms,2004.0,45.4
,,,,UZB,02_133_1001,Fruits and berries: in farms,2005.0,50.5
,,,,UZB,02_133_1001,Fruits and berries: in farms,2006.0,63.9
,,,,UZB,02_133_1001,Fruits and berries: in farms,2007.0,63.4
,,,,UZB,02_133_1001,Fruits and berries: in farms,2008.0,67.4
,,,,UZB,02_133_1001,Fruits and berries: in farms,2009.0,73.4
,,,,UZB,02_133_1001,Fruits and berries: in farms,2010.0,76.2
,,,,UZB,02_133_1001,Fruits and berries: in farms,2011.0,79.6
,,,,UZB,02_133_1001,Fruits and berries: in farms,2012.0,83.5
,,,,UZB,02_133_1001,Fruits and berries: in farms,2013.0,88.1
,,,,UZB,02_133_1001,Fruits and berries: in farms,2014.0,90.1
,,,,UZB,02_133_1001,Fruits and berries: in farms,2015.0,99.0
,,,,UZB,02_133_1001,Fruits and berries: in farms,2016.0,103.9
,,,,UZB,02_133_1001,Fruits and berries: in farms,2017.0,77.1
,,,,UZB,02_133_1001,Fruits and berries: in farms,2018.0,82.5
,,,,UZB,02_133_1001,Fruits and berries: in farms,2019.0,83.4
,,,,UZB,02_133_1001,Fruits and berries: in farms,2020.0,83.7
,,,,UZB,02_133_1001,Fruits and berries: in farms,2021.0,89.9
,,,,UZB,02_133_1002,Fruits and berries: in dekhkan (personal) farms,2000.0,91.5
,,,,UZB,02_133_1002,Fruits and berries: in dekhkan (personal) farms,2001.0,90.2
,,,,UZB,02_133_1002,Fruits and berries: in dekhkan (personal) farms,2002.0,88.6
,,,,UZB,02_133_1002,Fruits and berries: in dekhkan (personal) farms,2003.0,83.6
,,,,UZB,02_133_1002,Fruits and berries: in dekhkan (personal) farms,2004.0,88.7
,,,,UZB,02_133_1002,Fruits and berries: in dekhkan (personal) farms,2005.0,92.2
,,,,UZB,02_133_1002,Fruits and berries: in dekhkan (personal) farms,2006.0,92.7
,,,,UZB,02_133_1002,Fruits and berries: in dekhkan (personal) farms,2007.0,100.0
,,,,UZB,02_133_1002,Fruits and berries: in dekhkan (personal) farms,2008.0,106.6
,,,,UZB,02_133_1002,Fruits and berries: in dekhkan (personal) farms,2009.0,109.9
,,,,UZB,02_133_1002,Fruits and berries: in dekhkan (personal) farms,2010.0,125.1
,,,,UZB,02_133_1002,Fruits and berries: in dekhkan (personal) farms,2011.0,135.1
,,,,UZB,02_133_1002,Fruits and berries: in dekhkan (personal) farms,2012.0,147.9
,,,,UZB,02_133_1002,Fruits and berries: in dekhkan (personal) farms,2013.0,159.4
,,,,UZB,02_133_1002,Fruits and berries: in dekhkan (personal) farms,2014.0,169.5
,,,,UZB,02_133_1002,Fruits and berries: in dekhkan (personal) farms,2015.0,183.8
,,,,UZB,02_133_1002,Fruits and berries: in dekhkan (personal) farms,2016.0,194.3
,,,,UZB,02_133_1002,Fruits and berries: in dekhkan (personal) farms,2017.0,197.4
,,,,UZB,02_133_1002,Fruits and berries: in dekhkan (personal) farms,2018.0,198.7
,,,,UZB,02_133_1002,Fruits and berries: in dekhkan (personal) farms,2019.0,193.4
,,,,UZB,02_133_1002,Fruits and berries: in dekhkan (personal) farms,2020.0,188.2
,,,,UZB,02_133_1002,Fruits and berries: in dekhkan (personal) farms,2021.0,192.8
,,,,UZB,02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2000.0,36.9
,,,,UZB,02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2001.0,35.1
,,,,UZB,02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2002.0,37.9
,,,,UZB,02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2003.0,32.0
,,,,UZB,02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2004.0,34.9
,,,,UZB,02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2005.0,36.8
,,,,UZB,02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2006.0,49.5
,,,,UZB,02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2007.0,32.7
,,,,UZB,02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2008.0,42.3
,,,,UZB,02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2009.0,40.6
,,,,UZB,02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2010.0,24.2
,,,,UZB,02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2011.0,30.4
,,,,UZB,02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2012.0,28.7
,,,,UZB,02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2013.0,36.6
,,,,UZB,02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2014.0,43.7
,,,,UZB,02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2015.0,61.1
,,,,UZB,02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2016.0,60.2
,,,,UZB,02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2017.0,32.2
,,,,UZB,02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2018.0,32.4
,,,,UZB,02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2019.0,37.1
,,,,UZB,02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2020.0,44.7
,,,,UZB,02_133_1003,Fruits and berries: in organizations engaged in agricultural activities,2021.0,45.0
,,,,UZB,02_134_1000,Grape: Total,2000.0,63.1
,,,,UZB,02_134_1000,Grape: Total,2001.0,57.6
,,,,UZB,02_134_1000,Grape: Total,2002.0,51.0
,,,,UZB,02_134_1000,Grape: Total,2003.0,41.2
,,,,UZB,02_134_1000,Grape: Total,2004.0,60.8
,,,,UZB,02_134_1000,Grape: Total,2005.0,64.7
,,,,UZB,02_134_1000,Grape: Total,2006.0,79.4
,,,,UZB,02_134_1000,Grape: Total,2007.0,85.2
,,,,UZB,02_134_1000,Grape: Total,2008.0,77.4
,,,,UZB,02_134_1000,Grape: Total,2009.0,85.2
,,,,UZB,02_134_1000,Grape: Total,2010.0,90.8
,,,,UZB,02_134_1000,Grape: Total,2011.0,97.8
,,,,UZB,02_134_1000,Grape: Total,2012.0,108.6
,,,,UZB,02_134_1000,Grape: Total,2013.0,116.1
,,,,UZB,02_134_1000,Grape: Total,2014.0,120.7
,,,,UZB,02_134_1000,Grape: Total,2015.0,133.1
,,,,UZB,02_134_1000,Grape: Total,2016.0,142.3
,,,,UZB,02_134_1000,Grape: Total,2017.0,157.0
,,,,UZB,02_134_1000,Grape: Total,2018.0,157.5
,,,,UZB,02_134_1000,Grape: Total,2019.0,153.5
,,,,UZB,02_134_1000,Grape: Total,2020.0,152.0
,,,,UZB,02_134_1000,Grape: Total,2021.0,154.7
,,,,UZB,02_134_1001,Grape: in farms,2000.0,56.3
,,,,UZB,02_134_1001,Grape: in farms,2001.0,53.3
,,,,UZB,02_134_1001,Grape: in farms,2002.0,45.7
,,,,UZB,02_134_1001,Grape: in farms,2003.0,31.1
,,,,UZB,02_134_1001,Grape: in farms,2004.0,47.5
,,,,UZB,02_134_1001,Grape: in farms,2005.0,51.0
,,,,UZB,02_134_1001,Grape: in farms,2006.0,70.3
,,,,UZB,02_134_1001,Grape: in farms,2007.0,73.5
,,,,UZB,02_134_1001,Grape: in farms,2008.0,63.5
,,,,UZB,02_134_1001,Grape: in farms,2009.0,72.7
,,,,UZB,02_134_1001,Grape: in farms,2010.0,79.7
,,,,UZB,02_134_1001,Grape: in farms,2011.0,83.2
,,,,UZB,02_134_1001,Grape: in farms,2012.0,91.7
,,,,UZB,02_134_1001,Grape: in farms,2013.0,95.7
,,,,UZB,02_134_1001,Grape: in farms,2014.0,96.5
,,,,UZB,02_134_1001,Grape: in farms,2015.0,108.3
,,,,UZB,02_134_1001,Grape: in farms,2016.0,116.1
,,,,UZB,02_134_1001,Grape: in farms,2017.0,120.2
,,,,UZB,02_134_1001,Grape: in farms,2018.0,118.4
,,,,UZB,02_134_1001,Grape: in farms,2019.0,111.9
,,,,UZB,02_134_1001,Grape: in farms,2020.0,108.2
,,,,UZB,02_134_1001,Grape: in farms,2021.0,116.6
,,,,UZB,02_134_1002,Grape: in dekhkan (personal) farms,2000.0,87.9
,,,,UZB,02_134_1002,Grape: in dekhkan (personal) farms,2001.0,85.5
,,,,UZB,02_134_1002,Grape: in dekhkan (personal) farms,2002.0,83.5
,,,,UZB,02_134_1002,Grape: in dekhkan (personal) farms,2003.0,77.0
,,,,UZB,02_134_1002,Grape: in dekhkan (personal) farms,2004.0,86.8
,,,,UZB,02_134_1002,Grape: in dekhkan (personal) farms,2005.0,94.7
,,,,UZB,02_134_1002,Grape: in dekhkan (personal) farms,2006.0,97.2
,,,,UZB,02_134_1002,Grape: in dekhkan (personal) farms,2007.0,109.0
,,,,UZB,02_134_1002,Grape: in dekhkan (personal) farms,2008.0,103.3
,,,,UZB,02_134_1002,Grape: in dekhkan (personal) farms,2009.0,110.0
,,,,UZB,02_134_1002,Grape: in dekhkan (personal) farms,2010.0,116.4
,,,,UZB,02_134_1002,Grape: in dekhkan (personal) farms,2011.0,130.5
,,,,UZB,02_134_1002,Grape: in dekhkan (personal) farms,2012.0,146.0
,,,,UZB,02_134_1002,Grape: in dekhkan (personal) farms,2013.0,161.9
,,,,UZB,02_134_1002,Grape: in dekhkan (personal) farms,2014.0,174.9
,,,,UZB,02_134_1002,Grape: in dekhkan (personal) farms,2015.0,189.0
,,,,UZB,02_134_1002,Grape: in dekhkan (personal) farms,2016.0,200.1
,,,,UZB,02_134_1002,Grape: in dekhkan (personal) farms,2017.0,226.1
,,,,UZB,02_134_1002,Grape: in dekhkan (personal) farms,2018.0,222.6
,,,,UZB,02_134_1002,Grape: in dekhkan (personal) farms,2019.0,225.4
,,,,UZB,02_134_1002,Grape: in dekhkan (personal) farms,2020.0,229.2
,,,,UZB,02_134_1002,Grape: in dekhkan (personal) farms,2021.0,229.8
,,,,UZB,02_134_1003,Grape: in organizations engaged in agricultural activities,2000.0,55.3
,,,,UZB,02_134_1003,Grape: in organizations engaged in agricultural activities,2001.0,47.4
,,,,UZB,02_134_1003,Grape: in organizations engaged in agricultural activities,2002.0,38.2
,,,,UZB,02_134_1003,Grape: in organizations engaged in agricultural activities,2003.0,25.9
,,,,UZB,02_134_1003,Grape: in organizations engaged in agricultural activities,2004.0,49.7
,,,,UZB,02_134_1003,Grape: in organizations engaged in agricultural activities,2005.0,50.5
,,,,UZB,02_134_1003,Grape: in organizations engaged in agricultural activities,2006.0,70.8
,,,,UZB,02_134_1003,Grape: in organizations engaged in agricultural activities,2007.0,62.1
,,,,UZB,02_134_1003,Grape: in organizations engaged in agricultural activities,2008.0,66.0
,,,,UZB,02_134_1003,Grape: in organizations engaged in agricultural activities,2009.0,78.3
,,,,UZB,02_134_1003,Grape: in organizations engaged in agricultural activities,2010.0,30.4
,,,,UZB,02_134_1003,Grape: in organizations engaged in agricultural activities,2011.0,60.1
,,,,UZB,02_134_1003,Grape: in organizations engaged in agricultural activities,2012.0,68.2
,,,,UZB,02_134_1003,Grape: in organizations engaged in agricultural activities,2013.0,73.3
,,,,UZB,02_134_1003,Grape: in organizations engaged in agricultural activities,2014.0,82.4
,,,,UZB,02_134_1003,Grape: in organizations engaged in agricultural activities,2015.0,77.5
,,,,UZB,02_134_1003,Grape: in organizations engaged in agricultural activities,2016.0,80.1
,,,,UZB,02_134_1003,Grape: in organizations engaged in agricultural activities,2017.0,60.8
,,,,UZB,02_134_1003,Grape: in organizations engaged in agricultural activities,2018.0,84.3
,,,,UZB,02_134_1003,Grape: in organizations engaged in agricultural activities,2019.0,80.9
,,,,UZB,02_134_1003,Grape: in organizations engaged in agricultural activities,2020.0,76.4
,,,,UZB,02_134_1003,Grape: in organizations engaged in agricultural activities,2021.0,72.8
